ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
aaa,2024-09-12,400,0.0,0,0.0,400,0.0
aaa,2024-09-11,4000,0.04,400,0.0,3600,0.03
aaa,2024-09-10,3200,0.03,1600,0.02,1600,0.02
aaa,2024-09-09,5200,0.05,14000,0.14,-8800,-0.09
aaa,2024-09-06,800,0.01,0,0.0,800,0.01
aaa,2024-09-05,400,0.0,7200,0.07,-6800,-0.07
aaa,2024-08-30,8400,0.09,0,0.0,8400,0.09
aaa,2024-08-29,13200,0.13,0,0.0,13200,0.13
aaa,2024-08-28,800,0.01,1200,0.01,-400,-0.0
aaa,2024-08-27,0,0.0,4000,0.04,-4000,-0.04
aaa,2024-08-23,800,0.01,1200,0.01,-400,-0.0
aaa,2024-08-22,800,0.01,0,0.0,800,0.01
aaa,2024-08-21,800,0.01,0,0.0,800,0.01
aaa,2024-08-20,400,0.0,1600,0.02,-1200,-0.01
aaa,2024-08-19,0,0.0,800,0.01,-800,-0.01
aaa,2024-08-16,0,0.0,142400,1.46,-142400,-1.46
aaa,2024-08-15,400,0.0,400,0.0,0,0.0
aaa,2024-08-14,800,0.01,260000,2.74,-259200,-2.73
aaa,2024-08-13,400,0.0,400,0.0,0,-0.0
aaa,2024-08-12,0,0.0,1600,0.02,-1600,-0.02
aaa,2024-08-08,400,0.0,2000,0.02,-1600,-0.02
aaa,2024-08-06,2400,0.03,5600,0.06,-3200,-0.04
aaa,2024-08-05,2400,0.03,5600,0.06,-3200,-0.04
aaa,2024-08-02,800,0.01,3200,0.04,-2400,-0.03
aaa,2024-08-01,2400,0.03,0,0.0,2400,0.03
aaa,2024-07-31,2400,0.03,0,0.0,2400,0.03
aaa,2024-07-30,3200,0.04,400,0.0,2800,0.03
aaa,2024-07-29,800,0.01,0,0.0,800,0.01
aaa,2024-07-26,2000,0.02,0,0.0,2000,0.02
aaa,2024-07-25,400,0.0,400,0.0,0,-0.0
aaa,2024-07-24,2000,0.02,0,0.0,2000,0.02
aaa,2024-07-23,0,0.0,8000,0.09,-8000,-0.09
aaa,2024-07-22,6000,0.07,0,0.0,6000,0.07
aaa,2024-07-19,2000,0.02,5600,0.07,-3600,-0.04
aaa,2024-07-18,2000,0.02,23200,0.27,-21200,-0.25
aaa,2024-07-17,14000,0.17,0,0.0,14000,0.17
aaa,2024-07-16,10800,0.13,0,0.0,10800,0.13
aaa,2024-07-15,400,0.0,0,0.0,400,0.0
aaa,2024-07-12,6800,0.08,800,0.01,6000,0.07
aaa,2024-07-11,0,0.0,1200,0.01,-1200,-0.01
aaa,2024-07-10,10800,0.13,1600,0.02,9200,0.11
aaa,2024-07-09,16000,0.19,16600,0.2,-600,-0.01
aaa,2024-07-08,1600,0.02,269600,3.15,-268000,-3.14
aaa,2024-07-05,4800,0.06,1340900,15.47,-1336100,-15.42
aaa,2024-07-04,24000,0.28,9200,0.1,14800,0.17
aaa,2024-07-03,6400,0.07,800,0.01,5600,0.06
aaa,2024-07-02,4400,0.05,11600,0.13,-7200,-0.08
aaa,2024-07-01,2400,0.03,0,0.0,2400,0.03
aaa,2024-06-28,1600,0.02,0,0.0,1600,0.02
aaa,2024-06-27,4400,0.05,800,0.01,3600,0.04
aaa,2024-06-26,0,0.0,200,0.0,-200,-0.0
aaa,2024-06-24,14000,0.16,400,0.0,13600,0.15
aaa,2024-06-21,400,0.0,14800,0.17,-14400,-0.16
aaa,2024-06-19,8000,0.09,2000,0.02,6000,0.07
aaa,2024-06-18,4400,0.05,0,0.0,4400,0.05
aaa,2024-06-17,4400,0.05,0,0.0,4400,0.05
aaa,2024-06-14,3200,0.04,20600,0.23,-17400,-0.2
aaa,2024-06-13,2000,0.02,14000,0.16,-12000,-0.14
aaa,2024-06-12,17600,0.2,100,0.0,17500,0.2
aaa,2024-06-11,1200,0.01,0,0.0,1200,0.01
aaa,2024-06-10,0,0.0,284000,3.37,-284000,-3.37
aaa,2024-06-07,0,0.0,520000,6.17,-520000,-6.17
aaa,2024-06-05,4000,0.05,100,0.0,3900,0.05
aaa,2024-06-04,3200,0.04,0,0.0,3200,0.04
aaa,2024-06-03,2800,0.03,2000,0.02,800,0.01
aaa,2024-05-31,8000,0.1,0,0.0,8000,0.1
aaa,2024-05-30,3200,0.04,0,0.0,3200,0.04
aaa,2024-05-28,0,0.0,2400,0.03,-2400,-0.03
aaa,2024-05-24,2400,0.03,6400,0.07,-4000,-0.05
aaa,2024-05-23,800,0.01,0,0.0,800,0.01
aaa,2024-05-22,0,0.0,65500,0.74,-65500,-0.74
aaa,2024-05-21,0,0.0,2800,0.03,-2800,-0.03
aaa,2024-05-20,3200,0.04,0,0.0,3200,0.04
aaa,2024-05-17,61500,0.68,10000,0.11,51500,0.57
aaa,2024-05-16,10000,0.11,6400,0.07,3600,0.04
aaa,2024-05-15,0,0.0,2800,0.03,-2800,-0.03
aaa,2024-05-14,9600,0.11,0,0.0,9600,0.11
aaa,2024-05-13,800,0.01,0,0.0,800,0.01
aaa,2024-05-10,8800,0.1,0,0.0,8800,0.1
aaa,2024-05-09,0,0.0,1200,0.01,-1200,-0.01
aaa,2024-05-08,0,0.0,11200,0.12,-11200,-0.12
aaa,2024-05-07,0,0.0,30400,0.32,-30400,-0.32
aaa,2024-05-06,1200,0.01,2000,0.02,-800,-0.01
aaa,2024-05-03,12000,0.12,0,0.0,12000,0.12
aaa,2024-05-02,0,0.0,7600,0.08,-7600,-0.08
aaa,2024-04-26,504800,4.9,3200,0.03,501600,4.87
aaa,2024-04-25,9200,0.09,4400,0.04,4800,0.05
aaa,2024-04-24,3200,0.03,6400,0.06,-3200,-0.03
aaa,2024-04-23,2000,0.02,0,0.0,2000,0.02
aaa,2024-04-22,7600,0.07,0,0.0,7600,0.07
aaa,2024-04-19,4800,0.05,0,0.0,4800,0.05
aaa,2024-04-17,400,0.0,14000,0.14,-13600,-0.14
aaa,2024-04-16,18000,0.18,0,0.0,18000,0.18
aaa,2024-04-15,8000,0.09,0,0.0,8000,0.09
aaa,2024-04-12,2400,0.03,20400,0.22,-18000,-0.19
aaa,2024-04-11,5200,0.06,11600,0.13,-6400,-0.07
aaa,2024-04-10,5200,0.06,12400,0.14,-7200,-0.08
aaa,2024-04-09,4400,0.05,1200,0.01,3200,0.04
aaa,2024-04-08,88400,0.99,2000,0.02,86400,0.96
aaa,2024-04-05,10800,0.12,14800,0.17,-4000,-0.05
aaa,2024-04-04,321900,3.6,2400,0.03,319500,3.57
aaa,2024-04-03,0,0.0,331500,3.81,-331500,-3.81
aaa,2024-04-02,100000,1.1,4800,0.05,95200,1.05
aaa,2024-04-01,1200,0.01,3200,0.04,-2000,-0.02
aaa,2024-03-29,400000,4.52,2000,0.02,398000,4.5
aaa,2024-03-28,14400,0.16,80200,0.88,-65800,-0.73
aaa,2024-03-27,0,0.0,37200,0.41,-37200,-0.41
aaa,2024-03-26,4800,0.05,31600,0.35,-26800,-0.29
aaa,2024-03-25,14400,0.16,11200,0.12,3200,0.03
aaa,2024-03-22,15200,0.17,8400,0.09,6800,0.08
aaa,2024-03-21,9200,0.1,50000,0.56,-40800,-0.45
aaa,2024-03-20,17200,0.18,1200,0.01,16000,0.17
aaa,2024-03-19,2000,0.02,0,0.0,2000,0.02
aaa,2024-03-18,112800,1.21,22000,0.24,90800,0.97
aaa,2024-03-15,2000,0.02,5600,0.06,-3600,-0.04
aaa,2024-03-14,0,0.0,97100,1.05,-97100,-1.05
aaa,2024-03-13,0,0.0,14200,0.15,-14200,-0.15
aaa,2024-03-12,4400,0.05,400,0.0,4000,0.04
aaa,2024-03-11,3600,0.04,400,0.0,3200,0.03
aaa,2024-03-08,5600,0.06,93000,1.02,-87400,-0.96
aaa,2024-03-07,0,0.0,7600,0.08,-7600,-0.08
aaa,2024-03-06,8400,0.09,0,0.0,8400,0.09
