date,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
2024-08-05,-2900,-0.04,43400,0.47,46300,0.51,370981161,2.95,aaa
2024-08-02,-146600,-1.64,58900,0.66,205500,2.3,370984861,2.95,aaa
2024-08-01,138600,1.57,178300,2.02,39700,0.45,370855161,2.99,aaa
2024-07-31,-175200,-2.09,13400,0.16,188600,2.25,370201831,3.16,aaa
2024-07-30,-121100,-1.43,2700,0.03,123800,1.46,370091431,3.19,aaa
2024-07-29,-121100,-1.43,2700,0.03,123800,1.46,370613831,3.05,aaa
2024-07-24,166200,1.87,244700,2.76,78500,0.89,370094681,3.19,aaa
2024-07-23,-773750,-9.16,5400,0.06,779150,9.22,369558581,3.33,aaa
2024-07-22,-513600,-6.03,267200,3.04,780800,9.07,369464581,3.35,aaa
2024-07-19,-38200,-0.46,61200,0.73,99400,1.19,369632981,3.31,aaa
2024-07-18,525100,6.17,623900,7.35,98800,1.17,369626481,3.31,aaa
2024-07-17,834800,10.12,902500,10.95,67700,0.83,370224581,3.15,aaa
2024-07-16,117500,1.45,143300,1.77,25800,0.32,371013981,2.95,aaa
2024-07-15,393100,4.88,506200,6.29,113100,1.4,371124431,2.92,aaa
2024-07-12,-21700,-0.26,11100,0.13,32800,0.4,370712231,3.02,aaa
2024-07-11,-899700,-10.74,18700,0.22,918400,10.96,370389431,3.11,aaa
2024-07-10,-302400,-3.57,31500,0.37,333900,3.94,370249831,3.15,aaa
2024-07-08,-51000,-0.6,2600,0.03,53600,0.63,370198831,3.16,aaa
2024-07-04,68100,0.77,87400,0.99,19300,0.22,371410531,2.84,aaa
2024-07-03,72200,0.83,73000,0.83,800,0.01,371475475,2.82,aaa
2024-07-02,-10800,-0.12,11700,0.13,22500,0.25,371451075,2.83,aaa
2024-07-01,-8500,-0.09,88900,0.99,97400,1.08,370908175,2.97,aaa
2024-06-28,-531200,-5.89,23400,0.26,554600,6.15,369446275,3.36,aaa
2024-06-27,-1531500,-17.73,19300,0.22,1550800,17.95,364872975,4.55,aaa
2024-06-26,-4498700,-52.32,98000,1.12,4596700,53.44,364698775,4.6,aaa
2024-06-25,-188400,-2.14,5100,0.06,193500,2.2,364468975,4.66,aaa
2024-06-24,-310800,-3.53,17000,0.19,327800,3.72,364447354,4.66,aaa
2024-06-21,-9900,-0.11,16800,0.19,26700,0.3,364341554,4.69,aaa
2024-06-20,-13300,-0.16,109500,1.22,122800,1.38,364227554,4.72,aaa
2024-06-19,-8400,-0.1,122400,1.37,130800,1.47,363312054,4.96,aaa
2024-06-18,-868500,-9.74,156500,1.75,1025000,11.49,361306354,5.49,aaa
2024-06-17,-2072900,-22.98,55200,0.61,2128100,23.6,360272154,5.76,aaa
2024-06-14,-844300,-9.57,346400,3.91,1190700,13.49,360039954,5.82,aaa
2024-06-13,-274900,-3.14,12500,0.14,287400,3.28,360218754,5.77,aaa
2024-06-12,236900,2.67,404500,4.6,167600,1.93,357614354,6.45,aaa
2024-06-11,-2519000,-28.67,97900,1.12,2616900,29.79,353761249,7.46,aaa
2024-06-10,-3391600,-39.86,45100,0.53,3436700,40.39,357916249,6.37,aaa
2024-06-07,-125605,-1.5,16100,0.19,141705,1.69,354524649,7.26,aaa
2024-06-06,597000,7.14,655800,7.85,58800,0.71,353761249,7.46,aaa
2024-06-05,-614400,-7.36,165100,1.95,779500,9.31,353255879,7.59,aaa
2024-06-04,-908400,-10.99,126700,1.54,1035100,12.53,352641479,7.75,aaa
2024-06-03,-627200,-7.51,136300,1.63,763500,9.14,351733079,7.99,aaa
2024-05-31,-934600,-11.32,181800,2.19,1116400,13.51,351733100,7.99,aaa
2024-05-30,391500,4.7,588500,7.11,197000,2.41,351415872,8.07,aaa
2024-05-29,1843900,22.46,2342900,28.4,499000,5.94,351921280,7.94,aaa
2024-05-28,1230800,14.3,1313900,15.25,83100,0.95,354209568,7.34,aaa
2024-05-27,-19900,-0.22,34700,0.38,54600,0.61,353907936,7.42,aaa
2024-05-24,-796200,-9.02,819300,9.37,1615500,18.39,355429691,7.02,aaa
2024-05-23,170800,1.94,373600,4.22,202800,2.28,354212800,7.34,aaa
2024-05-22,-301000,-3.47,45300,0.52,346300,3.99,353789120,7.45,aaa
2024-05-21,-332900,-3.84,464400,5.29,797300,9.12,353283900,7.58,aaa
2024-05-20,-513000,-5.98,37500,0.43,550500,6.41,351719600,7.99,aaa
2024-05-17,-1255700,-14.16,773000,8.75,2028700,22.91,351727100,7.99,aaa
2024-05-16,28100,0.31,58100,0.64,30000,0.33,352373591,7.82,aaa
2024-05-15,218200,2.43,256500,2.86,38300,0.43,352401691,7.81,aaa
2024-05-14,72700,0.81,77400,0.86,4700,0.05,352619891,7.76,aaa
2024-05-13,-238800,-2.7,72800,0.81,311600,3.51,352424928,7.81,aaa
2024-05-10,440900,4.81,553500,6.04,112600,1.23,352388700,7.82,aaa
2024-05-09,-98500,-1.06,10500,0.11,109000,1.17,352860400,7.69,aaa
2024-05-08,-41800,-0.45,40000,0.42,81800,0.87,352699424,7.74,aaa
2024-05-07,-153800,-1.65,17700,0.19,171500,1.84,352711520,7.73,aaa
2024-05-06,354500,3.62,382400,3.91,27900,0.29,352680320,7.74,aaa
2024-05-03,-34900,-0.35,14000,0.14,48900,0.49,352920480,7.68,aaa
2024-05-02,-111600,-1.12,30600,0.31,142200,1.43,352930784,7.68,aaa
2024-04-26,3200,0.03,6900,0.07,3700,0.04,352920200,7.68,aaa
2024-04-25,153000,1.49,194200,1.89,41200,0.4,352762777,7.72,aaa
2024-04-24,158400,1.54,193100,1.87,34700,0.34,352915777,7.68,aaa
2024-04-23,-85100,-0.82,31100,0.29,116200,1.12,352939300,7.67,aaa
2024-04-22,-182400,-1.76,41800,0.4,224200,2.16,352711900,7.73,aaa
2024-04-19,-178000,-1.73,80500,0.78,258500,2.5,352806677,7.71,aaa
2024-04-17,100600,1.0,106600,1.06,6000,0.06,352628677,7.76,aaa
2024-04-16,173700,1.69,243800,2.38,70100,0.7,352555577,7.77,aaa
2024-04-15,4200,0.05,233000,2.47,228800,2.42,352729277,7.73,aaa
2024-04-12,-296100,-3.19,42100,0.45,338200,3.65,351679584,8.0,aaa
2024-04-11,-1051200,-11.39,43700,0.47,1094900,11.86,351354600,8.09,aaa
2024-04-10,-358500,-3.97,8500,0.09,367000,4.06,351386177,8.08,aaa
2024-04-09,-258300,-2.83,31100,0.34,289400,3.17,351027677,8.17,aaa
2024-04-08,-395900,-4.42,12100,0.13,408000,4.55,350769377,8.24,aaa
2024-04-05,2157400,24.45,2374100,26.91,216700,2.46,350513568,8.31,aaa
2024-04-04,49200,0.54,71500,0.79,22300,0.25,352530877,7.78,aaa
2024-04-03,-254100,-2.97,581300,6.62,835400,9.59,351891400,7.95,aaa
2024-04-02,-214600,-2.37,17800,0.2,232400,2.56,352325977,7.83,aaa
2024-04-01,-226300,-2.53,1200,0.01,227500,2.54,352110176,7.89,aaa
2024-03-29,279000,3.1,431800,4.82,152800,1.72,352111400,7.89,aaa
2024-03-28,52000,0.57,52000,0.57,0,0.0,352407584,7.81,aaa
2024-03-27,-111400,-1.23,24200,0.27,135600,1.5,351833376,7.96,aaa
2024-03-26,-550700,-6.02,75500,0.83,626200,6.85,352303277,7.84,aaa
2024-03-25,-117800,-1.29,17900,0.2,135700,1.48,351403072,8.08,aaa
2024-03-22,-367400,-4.03,26900,0.29,394300,4.32,351796377,7.97,aaa
2024-03-21,1534000,16.85,1542800,16.95,8800,0.1,351428977,8.07,aaa
2024-03-20,205800,2.17,258400,2.73,52600,0.56,352962977,7.67,aaa
2024-03-19,125000,1.31,146900,1.55,21900,0.23,352804672,7.71,aaa
2024-03-18,-239900,-2.53,121200,1.28,361100,3.81,352644672,7.75,aaa
2024-03-15,-122200,-1.31,184700,1.98,306900,3.29,353053877,7.64,aaa
2024-03-14,37500,0.4,54900,0.59,17400,0.19,352931677,7.68,aaa
2024-03-13,121700,1.32,123700,1.34,2000,0.02,352969177,7.67,aaa
2024-03-12,648500,6.9,665400,7.08,16900,0.18,353090976,7.63,aaa
2024-03-11,14600,0.16,16500,0.18,1900,0.02,352636067,7.75,aaa
2024-03-08,-151700,-1.67,77800,0.86,229500,2.53,352650667,7.75,aaa
2024-03-07,28800,0.32,58800,0.65,30000,0.33,352498967,7.79,aaa
2024-03-06,29100,0.32,65500,0.73,36400,0.41,352527767,7.78,aaa
2024-03-05,92400,1.04,158700,1.78,66300,0.74,353577000,7.51,aaa
2024-03-04,2000,0.02,49200,0.55,47200,0.53,352649267,7.75,aaa
2024-03-01,-308100,-3.42,152100,1.71,460200,5.12,352651267,7.75,aaa
2024-02-29,3502990,38.51,3866800,42.55,363810,4.05,352803360,7.71,aaa
2024-02-28,-255300,-2.88,54300,0.61,309600,3.49,356578317,6.72,aaa
2024-02-27,-210100,-2.36,5200,0.06,215300,2.42,356323017,6.79,aaa
2024-02-26,629600,6.97,928500,10.26,298900,3.29,356113568,6.84,aaa
2024-02-23,251500,2.72,353400,3.84,101900,1.12,356742517,6.68,aaa
2024-02-22,-379400,-4.27,71500,0.81,450900,5.07,356857472,6.65,aaa
2024-02-21,7426600,82.48,7548900,83.84,122300,1.37,356857472,6.65,aaa
2024-02-20,12400,0.13,48700,0.53,36300,0.39,364208768,4.73,aaa
2024-02-19,-115000,-1.25,78600,0.85,193600,2.1,364211872,4.73,aaa
2024-02-16,-8900,-0.1,36700,0.4,45600,0.5,364042560,4.77,aaa
2024-02-15,130800,1.46,378700,4.17,247900,2.7,364068832,4.76,aaa
2024-02-07,28560,0.31,39000,0.42,10440,0.11,364208864,4.73,aaa
2024-02-06,-227260,-2.43,11400,0.12,238660,2.55,364084160,4.76,aaa
2024-02-05,-56300,-0.63,107400,1.15,163700,1.78,363861817,4.82,aaa
2024-02-02,-330300,-3.54,1900,0.02,332200,3.56,363677152,4.86,aaa
2024-02-01,466300,4.88,545600,5.72,79300,0.84,364020817,4.78,aaa
2024-01-31,-18100,-0.2,98100,0.99,116200,1.19,364020832,4.78,aaa
2024-01-30,-28200,-0.29,173700,1.8,201900,2.09,373421280,2.32,aaa
2024-01-29,107400,1.09,145000,1.48,37600,0.39,373553800,2.28,aaa
2024-01-26,-6400,-0.07,34800,0.35,41200,0.42,373670014,2.25,aaa
2024-01-25,18300,0.16,172900,1.73,154600,1.57,373663614,2.25,aaa
2024-01-24,15500,0.15,28200,0.27,12700,0.12,373681914,2.25,aaa
2024-01-23,-8400,-0.08,0,0.0,8400,0.08,373697414,2.24,aaa
2024-01-22,52000,0.5,72400,0.69,20400,0.2,373689014,2.25,aaa
2024-01-19,-10800,-0.1,15600,0.15,26400,0.25,373741014,2.23,aaa
2024-01-18,-49600,-0.47,4300,0.04,53900,0.51,373730214,2.24,aaa
2024-01-17,1400,0.01,8600,0.08,7200,0.07,373739328,2.23,aaa
2024-01-16,65400,0.62,69400,0.66,4000,0.04,373654816,2.25,aaa
2024-01-15,-76500,-0.72,16600,0.16,93100,0.88,373542100,2.28,aaa
2024-01-12,-173900,-1.66,8200,0.08,182100,1.74,373670914,2.25,aaa
2024-01-11,-1300,-0.01,8600,0.08,9900,0.1,373545120,2.28,aaa
2024-01-10,28800,0.28,40600,0.4,11800,0.11,373541920,2.28,aaa
2024-01-09,6400,0.06,17800,0.17,11400,0.11,373568416,2.28,aaa
2024-01-08,134900,1.3,137000,1.32,2100,0.02,373562615,2.28,aaa
2024-01-05,61900,0.59,63900,0.61,2000,0.02,373697515,2.24,aaa
2024-01-04,39200,0.38,44200,0.42,5000,0.05,373759415,2.23,aaa
2024-01-03,42500,0.41,43600,0.42,1100,0.01,373798615,2.22,aaa
2024-01-02,21300,0.2,31700,0.3,10400,0.1,373819100,2.21,aaa
2024-09-12,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-11,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-10,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-09,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-06,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-05,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-09-04,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-30,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-29,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-28,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-27,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-26,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-23,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-22,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-21,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-20,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-19,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-16,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-15,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-14,0,0.0,0,0.0,0,0.0,5948364,0.82,aam
2024-08-13,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-12,-100,-0.0,0,0.0,100,0.0,5948264,0.82,aam
2024-08-09,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-08,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-07,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-06,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-05,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-02,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-08-01,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-07-31,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-07-30,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-07-29,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-07-24,0,0.0,0,0.0,0,0.0,5948264,0.82,aam
2024-07-23,1000,0.01,1000,0.01,0,0.0,5948264,0.82,aam
2024-07-22,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-19,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-18,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-17,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-16,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-15,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-12,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-11,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-10,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-08,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-04,0,0.0,0,0.0,0,0.0,5949264,0.81,aam
2024-07-03,0,0.0,0,0.0,0,0.0,5948664,0.82,aam
2024-07-02,-600,-0.0,0,0.0,600,0.0,5948664,0.82,aam
2024-07-01,0,0.0,0,0.0,0,0.0,5948664,0.82,aam
2024-06-28,0,0.0,0,0.0,0,0.0,5948464,0.82,aam
2024-06-27,-200,-0.0,0,0.0,200,0.0,5948464,0.82,aam
2024-06-26,0,0.0,0,0.0,0,0.0,5948464,0.82,aam
2024-06-25,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-24,-6900,-0.05,100,0.0,7000,0.06,5941264,0.88,aam
2024-06-21,-200,-0.0,0,0.0,200,0.0,5941364,0.88,aam
2024-06-20,0,0.0,0,0.0,0,0.0,5941364,0.88,aam
2024-06-19,0,0.0,0,0.0,0,0.0,5941364,0.88,aam
2024-06-18,0,0.0,0,0.0,0,0.0,5941364,0.88,aam
2024-06-17,100,0.0,100,0.0,0,0.0,5941364,0.88,aam
2024-06-14,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-13,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-12,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-11,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-10,0,0.0,0,0.0,0,0.0,5941464,1.04,aam
2024-06-07,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-06,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-06-05,0,0.0,0,0.0,0,0.0,5941464,1.04,aam
2024-06-04,0,0.0,0,0.0,0,0.0,5941464,1.04,aam
2024-06-03,0,0.0,0,0.0,0,0.0,5941464,1.04,aam
2024-05-31,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-05-30,0,0.0,0,0.0,0,0.0,5941464,0.88,aam
2024-05-29,500,0.0,500,0.0,0,0.0,5941464,0.88,aam
2024-05-28,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-05-27,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-05-24,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-05-23,-100,-0.0,0,0.0,100,0.0,5941864,0.87,aam
2024-05-22,0,0.0,0,0.0,0,0.0,5941864,0.87,aam
2024-05-21,0,0.0,0,0.0,0,0.0,5941864,0.87,aam
2024-05-20,0,0.0,0,0.0,0,0.0,5941864,0.87,aam
2024-05-17,0,0.0,0,0.0,0,0.0,5941864,0.87,aam
2024-05-16,0,0.0,0,0.0,0,0.0,5941864,1.03,aam
2024-05-15,0,0.0,0,0.0,0,0.0,5941864,1.03,aam
2024-05-14,0,0.0,0,0.0,0,0.0,5941864,1.03,aam
2024-05-13,0,0.0,0,0.0,0,0.0,5941764,0.87,aam
2024-05-10,-100,-0.0,0,0.0,100,0.0,5941764,0.87,aam
2024-05-09,0,0.0,0,0.0,0,0.0,5941764,0.87,aam
2024-05-08,0,0.0,0,0.0,0,0.0,5941764,0.87,aam
2024-05-07,0,0.0,0,0.0,0,0.0,5941764,0.87,aam
2024-05-06,200,0.0,200,0.0,0,0.0,5941764,0.87,aam
2024-05-03,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-05-02,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-04-26,100,0.0,100,0.0,0,0.0,5941964,0.87,aam
2024-04-25,100,0.0,100,0.0,0,0.0,5942064,1.03,aam
2024-04-24,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-23,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-22,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-19,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-17,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-16,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-15,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-12,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-11,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-10,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-09,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-08,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-05,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-04,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-03,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-04-02,0,0.0,0,0.0,0,0.0,5942164,1.03,aam
2024-04-01,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-03-29,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-03-28,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-03-27,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-03-26,0,0.0,0,0.0,0,0.0,5942064,1.03,aam
2024-03-25,0,0.0,0,0.0,0,0.0,5942064,0.87,aam
2024-03-22,-100,-0.0,0,0.0,100,0.0,5942164,1.03,aam
2024-03-21,0,0.0,0,0.0,0,0.0,5942064,1.03,aam
2024-03-20,0,0.0,0,0.0,0,0.0,5942064,1.03,aam
2024-03-19,0,0.0,0,0.0,0,0.0,5942064,0.87,aam
2024-03-18,0,0.0,0,0.0,0,0.0,5942064,0.87,aam
2024-03-15,0,0.0,0,0.0,0,0.0,5942064,1.03,aam
2024-03-14,-100,-0.0,0,0.0,100,0.0,5942064,1.03,aam
2024-03-13,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-03-12,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-03-11,100,0.0,100,0.0,0,0.0,5941864,1.03,aam
2024-03-08,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-03-07,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-03-06,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-03-05,0,0.0,0,0.0,0,0.0,5942064,0.87,aam
2024-03-04,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-03-01,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-02-29,-100,-0.0,0,0.0,100,0.0,5941964,0.87,aam
2024-02-28,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-02-27,0,0.0,0,0.0,0,0.0,5941964,1.03,aam
2024-02-26,0,0.0,0,0.0,0,0.0,5941964,0.87,aam
2024-02-23,200,0.0,200,0.0,0,0.0,5941964,1.03,aam
2024-02-22,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-02-21,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-02-20,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-02-19,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-02-16,0,0.0,0,0.0,0,0.0,5942164,0.87,aam
2024-02-15,600,0.01,600,0.01,0,0.0,5942164,0.87,aam
2024-02-07,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-02-06,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-02-05,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-02-02,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-02-01,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-31,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-30,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-29,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-26,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-25,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-24,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-23,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-22,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-19,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-18,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-17,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-16,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-15,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-12,0,0.0,0,0.0,0,0.0,5942764,1.02,aam
2024-01-11,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-10,0,0.0,0,0.0,0,0.0,5942764,0.87,aam
2024-01-09,0,0.0,0,0.0,0,0.0,5942664,0.87,aam
2024-01-08,-100,-0.0,0,0.0,100,0.0,5942764,1.02,aam
2024-01-05,0,0.0,0,0.0,0,0.0,5942664,1.02,aam
2024-01-04,-100,-0.0,0,0.0,100,0.0,5942664,1.02,aam
2024-01-03,0,0.0,0,0.0,0,0.0,5942564,1.03,aam
2024-01-02,0,0.0,0,0.0,0,0.0,5942564,0.87,aam
2024-09-12,-42100,-0.3,0,0.0,42100,0.3,227362619,1.15,aas
2024-09-11,600,0.0,600,0.0,0,0.0,227362619,1.15,aas
2024-09-10,0,0.0,0,0.0,0,0.0,227363219,1.15,aas
2024-09-09,0,0.0,0,0.0,0,0.0,227363219,1.15,aas
2024-09-06,0,0.0,0,0.0,0,0.0,227359719,1.15,aas
2024-09-05,-1900,-0.01,1600,0.01,3500,0.03,227359719,1.15,aas
2024-09-04,0,0.0,0,0.0,0,0.0,227357119,1.15,aas
2024-08-30,-4200,-0.03,0,0.0,4200,0.03,227307119,1.17,aas
2024-08-29,-50000,-0.37,0,0.0,50000,0.37,227307119,1.17,aas
2024-08-28,0,0.0,0,0.0,0,0.0,227307119,1.17,aas
2024-08-27,100,0.0,100,0.0,0,0.0,227307119,1.17,aas
2024-08-26,0,0.0,0,0.0,0,0.0,227307219,1.17,aas
2024-08-23,0,0.0,0,0.0,0,0.0,227307219,1.17,aas
2024-08-22,0,0.0,0,0.0,0,0.0,227307219,1.17,aas
2024-08-21,53100,0.39,53100,0.39,0,0.0,227307219,1.17,aas
2024-08-20,0,0.0,0,0.0,0,0.0,227350319,1.15,aas
2024-08-19,100,0.0,100,0.0,0,0.0,227350319,1.15,aas
2024-08-16,-10000,-0.07,0,0.0,10000,0.07,227350419,1.15,aas
2024-08-15,0,0.0,0,0.0,0,0.0,227340419,1.16,aas
2024-08-14,-9900,-0.07,100,0.0,10000,0.07,227340419,1.16,aas
2024-08-13,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-12,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-09,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-08,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-07,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-06,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-05,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-02,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-08-01,0,0.0,0,0.0,0,0.0,227340519,1.16,aas
2024-07-31,0,0.0,0,0.0,0,0.0,227340419,1.16,aas
2024-07-30,-100,-0.0,0,0.0,100,0.0,227340419,1.16,aas
2024-07-29,0,0.0,0,0.0,0,0.0,227340419,1.16,aas
2024-07-24,-5000,-0.04,0,0.0,5000,0.04,227335419,1.16,aas
2024-07-23,0,0.0,0,0.0,0,0.0,227335419,1.16,aas
2024-07-22,0,0.0,0,0.0,0,0.0,227335419,1.16,aas
2024-07-19,0,0.0,0,0.0,0,0.0,227335419,1.16,aas
2024-07-18,0,0.0,0,0.0,0,0.0,227335419,1.16,aas
2024-07-17,2000,0.02,2000,0.02,0,0.0,227335419,1.16,aas
2024-07-16,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-15,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-12,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-11,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-10,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-08,0,0.0,0,0.0,0,0.0,227337419,1.16,aas
2024-07-04,5000,0.04,5000,0.04,0,0.0,227337419,1.16,aas
2024-07-03,0,0.0,0,0.0,0,0.0,227342419,0.0,aas
2024-07-02,0,0.0,0,0.0,0,0.0,227342419,1.16,aas
2024-07-01,0,0.0,0,0.0,0,0.0,227342419,1.16,aas
2024-06-28,100,0.0,100,0.0,0,0.0,227342419,1.16,aas
2024-06-27,0,0.0,0,0.0,0,0.0,227342519,1.16,aas
2024-06-26,0,0.0,0,0.0,0,0.0,227342519,1.16,aas
2024-06-25,0,0.0,0,0.0,0,0.0,227342519,1.16,aas
2024-06-24,0,0.0,0,0.0,0,0.0,227342519,1.16,aas
