date,rate_change,buy_orders,buy_volume,average_buy_order_volume,sell_orders,sell_volume,average_sell_order_volume,net_volume,ticker
12/09/2024,32.5 ( 1.25 %),275,"210,400",765.09,258,"168,800",654,"41,600",bic
11/09/2024,32.1 ( -4.32 %),281,"350,900","1,248.75",264,"377,900","1,431","-27,000",bic
10/09/2024,33.55 ( -4.55 %),324,"331,700","1,023.77",308,"316,000","1,026","15,700",bic
09/09/2024,35.15 ( 0.14 %),144,"134,300",932.64,195,"192,700",988,"-58,400",bic
06/09/2024,35.1 ( 0.43 %),203,"176,100",867.49,183,"182,800",999,"-6,700",bic
05/09/2024,34.95 ( -0.29 %),115,"130,000","1,130.43",185,"135,700",734,"-5,700",bic
04/09/2024,35.05 ( -0.71 %),109,"157,500","1,444.95",150,"119,800",799,"37,700",bic
30/08/2024,35.3 ( -0.28 %),163,"114,100",700,166,"162,200",977,"-48,100",bic
29/08/2024,35.4 ( 0 %),162,"190,100","1,173.46",159,"138,400",870,"51,700",bic
28/08/2024,35.4 ( -1.67 %),218,"200,000",917.43,160,"200,900","1,256",-900,bic
27/08/2024,36 ( -0.83 %),250,"158,500",634,176,"150,200",853,"8,300",bic
26/08/2024,36.3 ( -0.82 %),109,"92,600",849.54,191,"163,900",858,"-71,300",bic
23/08/2024,36.6 ( 0.55 %),100,"116,400","1,164",113,"162,300","1,436","-45,900",bic
22/08/2024,36.4 ( -1.09 %),136,"185,400","1,363.24",250,"174,500",698,"10,900",bic
21/08/2024,36.8 ( 0.27 %),121,"76,200",629.75,123,"97,500",793,"-21,300",bic
20/08/2024,36.7 ( 0.14 %),284,"307,300","1,082.04",198,"272,800","1,378","34,500",bic
19/08/2024,36.65 ( -0.68 %),153,"147,200",962.09,301,"114,900",382,"32,300",bic
16/08/2024,36.9 ( 3.07 %),171,"144,300",843.86,169,"136,800",809,"7,500",bic
15/08/2024,35.8 ( -2.98 %),130,"131,300","1,010",88,"103,800","1,180","27,500",bic
