date,rate_change,buy_orders,buy_volume,average_buy_order_volume,sell_orders,sell_volume,average_sell_order_volume,net_volume,ticker
12/09/2024,11 ( 0 %),2,500,250,0,0,0,500,bbs
11/09/2024,11 ( 0 %),1,0,0,0,0,0,0,bbs
10/09/2024,11 ( 0 %),2,200,100,1,100,100,100,bbs
09/09/2024,11 ( 0 %),3,500,166.67,0,0,0,500,bbs
06/09/2024,11 ( 0 %),1,100,100,1,100,100,0,bbs
05/09/2024,11 ( 0 %),2,"2,100","1,050",1,"4,500","4,500","-2,400",bbs
04/09/2024,11 ( 0 %),4,"1,500",375,2,300,150,"1,200",bbs
30/08/2024,11 ( 0 %),4,"2,900",725,3,"2,200",733,700,bbs
29/08/2024,11 ( 0 %),4,"1,000",250,1,100,100,900,bbs
28/08/2024,11 ( 0 %),5,"2,200",440,1,100,100,"2,100",bbs
27/08/2024,11 ( 0 %),2,800,400,1,100,100,700,bbs
26/08/2024,11 ( 0 %),4,"1,000",250,1,400,400,600,bbs
23/08/2024,11 ( 0 %),4,"1,000",250,1,200,200,800,bbs
22/08/2024,11 ( 0 %),3,500,166.67,1,100,100,400,bbs
21/08/2024,11 ( 0 %),9,"2,600",288.89,5,"1,700",340,900,bbs
20/08/2024,11 ( 0 %),4,600,150,1,100,100,500,bbs
19/08/2024,11 ( 0 %),4,600,150,1,300,300,300,bbs
16/08/2024,11 ( 0 %),9,"2,500",277.78,3,"1,500",500,"1,000",bbs
15/08/2024,11 ( 0 %),6,"1,600",266.67,2,500,250,"1,100",bbs
14/08/2024,11 ( 0 %),8,"2,500",312.5,2,500,250,"2,000",bbs
13/08/2024,11 ( 4.76 %),16,"5,700",356.25,8,"4,400",550,"1,300",bbs
12/08/2024,10.5 ( 2.94 %),10,"14,900","1,490",8,"3,500",438,"11,400",bbs
09/08/2024,10.2 ( 0.99 %),8,"2,800",350,5,"2,500",500,300,bbs
08/08/2024,11 ( 0 %),8,"3,500",437.5,5,"2,700",540,800,bbs
07/08/2024,11 ( 0 %),12,"6,400",533.33,7,"2,500",357,"3,900",bbs
06/08/2024,11 ( 0 %),6,"2,200",366.67,7,"3,300",471,"-1,100",bbs
05/08/2024,11 ( 1.85 %),6,800,133.33,7,"2,700",386,"-1,900",bbs
02/08/2024,10.8 ( 0 %),6,"1,900",316.67,5,"3,600",720,"-1,700",bbs
