date,rate_change,buy_orders,buy_volume,average_buy_order_volume,sell_orders,sell_volume,average_sell_order_volume,net_volume,ticker
12/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
11/09/2024,9.3 ( 0 %),1,500,500,0,0,0,500,bdb
10/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
09/09/2024,9.3 ( 0 %),2,700,350,0,0,0,700,bdb
06/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
05/09/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
04/09/2024,9.3 ( 0 %),2,200,100,0,0,0,200,bdb
30/08/2024,9.3 ( 0 %),3,700,233.33,0,0,0,700,bdb
29/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
28/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200,bdb
27/08/2024,9.3 ( 0 %),1,500,500,0,0,0,500,bdb
26/08/2024,9.3 ( 0 %),3,200,66.67,0,0,0,200,bdb
23/08/2024,9.3 ( 0 %),5,500,100,0,0,0,500,bdb
22/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
21/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200,bdb
20/08/2024,9.3 ( 0 %),3,800,266.67,0,0,0,800,bdb
19/08/2024,9.3 ( 0 %),3,100,33.33,0,0,0,100,bdb
16/08/2024,9.3 ( 0 %),2,700,350,0,0,0,700,bdb
15/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
14/08/2024,9.3 ( 0 %),3,700,233.33,0,0,0,700,bdb
13/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
12/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
09/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
08/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
07/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
06/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200,bdb
05/08/2024,9.3 ( 0 %),3,800,266.67,0,0,0,800,bdb
02/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
01/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
31/07/2024,9.3 ( 0 %),3,300,100,0,0,0,300,bdb
30/07/2024,9.3 ( 0 %),3,"1,100",366.67,0,0,0,"1,100",bdb
29/07/2024,9.3 ( 0 %),8,"1,600",200,0,0,0,"1,600",bdb
26/07/2024,9.3 ( 0 %),1,100,100,0,0,0,100,bdb
25/07/2024,9.3 ( 0 %),3,"2,300",766.67,0,0,0,"2,300",bdb
24/07/2024,9.3 ( 0 %),3,"1,100",366.67,0,0,0,"1,100",bdb
23/07/2024,9.3 ( 0 %),2,600,300,0,0,0,600,bdb
22/07/2024,9.3 ( 0 %),2,"1,100",550,0,0,0,"1,100",bdb
19/07/2024,9.3 ( -7.92 %),4,"1,300",325,1,100,100,"1,200",bdb
18/07/2024,10.1 ( 0 %),2,600,300,0,0,0,600,bdb
17/07/2024,10.1 ( 0 %),2,700,350,0,0,0,700,bdb
16/07/2024,10.1 ( -7.34 %),2,700,350,1,100,100,600,bdb
15/07/2024,10.9 ( 0 %),1,100,100,0,0,0,100,bdb
12/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100",bdb
11/07/2024,10.9 ( 0 %),2,600,300,0,0,0,600,bdb
10/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100",bdb
09/07/2024,10.9 ( 0 %),2,400,200,0,0,0,400,bdb
08/07/2024,10.9 ( 0 %),4,"1,700",425,0,0,0,"1,700",bdb
05/07/2024,10.9 ( 0 %),2,700,350,0,0,0,700,bdb
04/07/2024,10.9 ( 0 %),3,700,233.33,0,0,0,700,bdb
03/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100",bdb
02/07/2024,10.9 ( -3.54 %),5,"1,400",280,1,100,100,"1,300",bdb
01/07/2024,11.3 ( 0 %),2,300,150,0,0,0,300,bdb
28/06/2024,11.3 ( 0 %),3,700,233.33,1,200,200,500,bdb
27/06/2024,11.3 ( 0 %),3,700,233.33,1,200,200,500,bdb
26/06/2024,11.3 ( 0 %),3,700,233.33,0,0,0,700,bdb
25/06/2024,11.3 ( 0 %),3,700,233.33,0,0,0,700,bdb
24/06/2024,11.3 ( 0 %),10,"2,400",240,4,800,200,"1,600",bdb
21/06/2024,11.3 ( 0 %),5,"1,300",260,2,300,150,"1,000",bdb
20/06/2024,11.3 ( 0 %),4,"1,300",325,0,0,0,"1,300",bdb
19/06/2024,11.3 ( 0 %),7,"1,600",228.57,0,0,0,"1,600",bdb
18/06/2024,11.3 ( -4.24 %),8,"4,800",600,4,"3,500",875,"1,300",bdb
17/06/2024,11.8 ( 9.26 %),5,"1,500",300,2,400,200,"1,100",bdb
14/06/2024,10.8 ( 0 %),2,600,300,0,0,0,600,bdb
13/06/2024,10.8 ( 0 %),4,900,225,0,0,0,900,bdb
12/06/2024,10.8 ( 0 %),4,900,225,0,0,0,900,bdb
11/06/2024,10.8 ( 0 %),5,"1,000",200,1,100,100,900,bdb
10/06/2024,10.8 ( 0 %),4,"3,500",875,1,100,100,"3,400",bdb
07/06/2024,10.8 ( 0 %),3,"5,500","1,833.33",1,100,100,"5,400",bdb
06/06/2024,10.8 ( -8.47 %),4,"2,500",625,4,"1,100",275,"1,400",bdb
05/06/2024,11.8 ( 0 %),1,200,200,1,200,200,0,bdb
04/06/2024,11.8 ( 0 %),5,"6,100","1,220",3,"5,900","1,967",200,bdb
03/06/2024,11.8 ( 0 %),1,100,100,0,0,0,100,bdb
31/05/2024,11.8 ( 0 %),2,200,100,0,0,0,200,bdb
30/05/2024,11.8 ( 0 %),3,"2,700",900,2,400,200,"2,300",bdb
29/05/2024,11.8 ( 0 %),3,"2,700",900,2,400,200,"2,300",bdb
28/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
27/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
24/05/2024,11.8 ( 0 %),2,600,300,1,200,200,400,bdb
23/05/2024,11.8 ( 0 %),2,"1,000",500,1,200,200,800,bdb
22/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
21/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
20/05/2024,11.8 ( 0 %),2,"1,000",500,1,200,200,800,bdb
17/05/2024,11.8 ( 0 %),2,400,200,0,0,0,400,bdb
16/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
15/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
14/05/2024,11.8 ( 0 %),1,100,100,0,0,0,100,bdb
13/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600,bdb
10/05/2024,11.8 ( 0 %),3,700,233.33,0,0,0,700,bdb
09/05/2024,11.8 ( 0 %),0,0,0,0,0,0,0,bdb
08/05/2024,11.8 ( 0 %),5,800,160,0,0,0,800,bdb
07/05/2024,11.8 ( 0 %),0,0,0,0,0,0,0,bdb
06/05/2024,11.8 ( 0 %),2,500,250,1,0,0,500,bdb
03/05/2024,11.8 ( 0 %),1,200,200,0,0,0,200,bdb
02/05/2024,11.8 ( 0 %),2,600,300,1,200,200,400,bdb
26/04/2024,11.8 ( 0 %),1,200,200,1,"2,000","2,000","-1,800",bdb
25/04/2024,11.8 ( 0 %),2,400,200,1,"2,000","2,000","-1,600",bdb
24/04/2024,11.8 ( -9.23 %),1,100,100,5,"3,900",780,"-3,800",bdb
23/04/2024,13 ( 0 %),3,400,133.33,6,"3,100",517,"-2,700",bdb
22/04/2024,13 ( 0 %),1,100,100,5,"3,800",760,"-3,700",bdb
