ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
acb,08/04/2024,"598,200",16.22,"1,749,400",47.41,"-1,151,200",-31.18
acb,05/04/2024,"478,700",13.06,"907,200",24.75,"-428,500",-11.69
acb,04/04/2024,"1,610,600",44.98,"709,300",19.67,"901,300",25.31
acb,03/04/2024,0,0.0,"1,520,500",42.82,"-1,520,500",-42.82
acb,02/04/2024,"808,100",22.73,"625,300",17.64,"182,800",5.09
acb,01/04/2024,"962,900",27.3,"386,100",10.92,"576,800",16.38
acb,29/03/2024,"181,300",5.15,"611,100",17.32,"-429,800",-12.17
acb,28/03/2024,"1,665,700",47.29,"377,800",10.71,"1,287,900",36.58
acb,27/03/2024,"662,200",18.46,"1,106,700",30.79,"-444,500",-12.33
acb,26/03/2024,"865,000",23.95,"483,000",13.29,"382,000",10.67
acb,25/03/2024,"356,500",9.9,"1,985,900",55.31,"-1,629,400",-45.41
acb,22/03/2024,"562,600",15.99,"1,844,400",52.24,"-1,281,800",-36.25
acb,21/03/2024,"2,184,200",60.42,"1,016,200",28.18,"1,168,000",32.24
acb,20/03/2024,"1,731,400",47.44,"2,645,500",72.07,"-914,100",-24.63
acb,19/03/2024,"115,600",3.1,"2,773,000",74.43,"-2,657,400",-71.32
acb,18/03/2024,"1,968,100",52.9,"999,200",26.97,"968,900",25.93
acb,15/03/2024,"571,800",15.56,"442,700",11.99,"129,100",3.57
acb,14/03/2024,"557,500",15.24,"203,000",5.57,"354,500",9.67
acb,13/03/2024,"1,159,500",31.65,"483,800",13.08,"675,700",18.57
acb,12/03/2024,"247,800",6.63,"875,700",23.41,"-627,900",-16.79
acb,11/03/2024,"803,800",21.62,"322,600",8.68,"481,200",12.94
acb,08/03/2024,"1,787,900",48.5,"2,032,300",55.16,"-244,400",-6.65
acb,07/03/2024,"828,200",22.81,"451,300",12.42,"376,900",10.38
acb,06/03/2024,"904,600",25.14,"1,123,800",31.13,"-219,200",-5.99
acb,05/03/2024,"254,100",7.05,"944,400",26.23,"-690,300",-19.18
acb,04/03/2024,"505,500",13.96,"946,500",26.3,"-441,000",-12.34
acb,01/03/2024,"546,000",15.12,"509,600",14.12,"36,400",1.0
acb,29/02/2024,"676,400",18.82,"537,500",15.03,"138,900",3.79
acb,28/02/2024,"349,700",9.71,"551,300",15.27,"-201,600",-5.57
acb,27/02/2024,"260,000",7.17,"794,100",21.83,"-534,100",-14.67
acb,26/02/2024,"930,700",25.41,"1,491,600",40.74,"-560,900",-15.33
acb,23/02/2024,"570,600",15.87,"1,639,000",45.41,"-1,068,400",-29.54
acb,22/02/2024,"70,800",1.95,"454,800",12.58,"-384,000",-10.62
acb,21/02/2024,"54,600",1.51,"940,500",25.94,"-885,900",-24.43
acb,20/02/2024,"99,800",2.74,"1,154,000",31.76,"-1,054,200",-29.02
acb,19/02/2024,"306,800",8.43,"698,100",19.17,"-391,300",-10.74
acb,16/02/2024,"494,000",13.59,"118,400",3.32,"375,600",10.27
acb,15/02/2024,"308,600",8.65,"864,200",24.34,"-555,600",-15.69
acb,07/02/2024,"709,900",19.93,"228,200",6.4,"481,700",13.54
acb,06/02/2024,"702,500",19.54,"6,729,500",177.16,"-6,027,000",-157.63
acb,05/02/2024,"988,500",26.94,"708,400",19.27,"280,100",7.67
acb,02/02/2024,"4,404,100",115.85,"519,500",13.51,"3,884,600",102.34
acb,01/02/2024,"1,817,400",47.2,"208,200",5.4,"1,609,200",41.81
acb,31/01/2024,"1,068,900",27.54,"1,671,500",43.15,"-602,600",-15.61
acb,30/01/2024,"644,200",16.75,"93,700",2.44,"550,500",14.31
acb,29/01/2024,"147,100",3.87,"265,400",6.98,"-118,300",-3.11
acb,26/01/2024,"954,800",25.06,"308,300",8.08,"646,500",16.98
acb,25/01/2024,"221,400",5.71,"331,600",8.64,"-110,200",-2.92
acb,24/01/2024,"570,200",14.79,"452,000",11.74,"118,200",3.05
acb,23/01/2024,"217,000",5.71,"2,307,600",60.65,"-2,090,600",-54.94
acb,22/01/2024,"479,600",12.5,"94,100",2.44,"385,500",10.06
acb,19/01/2024,"847,700",21.88,"119,500",3.09,"728,200",18.79
acb,18/01/2024,"1,134,600",28.89,"319,500",8.17,"815,100",20.73
acb,17/01/2024,"608,400",15.57,"1,790,200",45.57,"-1,181,800",-30.0
acb,16/01/2024,"441,600",11.2,"544,100",13.79,"-102,500",-2.59
acb,15/01/2024,"701,000",18.0,"567,900",14.63,"133,100",3.37
acb,12/01/2024,"374,500",9.59,"3,808,100",97.97,"-3,433,600",-88.39
acb,11/01/2024,"518,800",13.14,"204,900",5.2,"313,900",7.94
acb,10/01/2024,"374,500",9.43,"834,300",21.04,"-459,800",-11.61
acb,09/01/2024,"640,300",16.07,"314,300",7.89,"326,000",8.17
acb,08/01/2024,"1,826,700",46.56,"419,000",10.64,"1,407,700",35.92
acb,05/01/2024,"967,700",24.5,"467,000",11.81,"500,700",12.69
acb,04/01/2024,"1,988,200",50.67,"1,648,800",41.84,"339,400",8.83
acb,03/01/2024,"127,300",3.15,"1,409,500",34.55,"-1,282,200",-31.4
acb,02/01/2024,"754,500",18.44,"574,400",14.1,"180,100",4.34
