ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
acb,12/09/2024,"820,000",19.97,"211,500",5.14,"608,500",14.83
acb,11/09/2024,"305,700",7.39,"187,500",4.53,"118,200",2.86
acb,10/09/2024,"1,882,800",45.89,"1,053,400",25.66,"829,400",20.23
acb,09/09/2024,"925,300",22.6,"1,284,300",31.32,"-359,000",-8.72
acb,06/09/2024,"1,560,700",38.25,"585,400",14.39,"975,300",23.86
acb,05/09/2024,"619,000",15.21,"871,200",21.45,"-252,200",-6.24
acb,04/09/2024,"380,800",9.35,"1,910,200",46.86,"-1,529,400",-37.51
acb,30/08/2024,"1,812,000",44.81,"167,000",4.13,"1,645,000",40.67
acb,29/08/2024,"886,900",21.89,"528,100",13.07,"358,800",8.81
acb,28/08/2024,"515,300",12.61,"345,100",8.44,"170,200",4.17
acb,27/08/2024,"897,000",21.93,"335,500",8.2,"561,500",13.73
acb,26/08/2024,"647,900",15.84,"405,000",9.92,"242,900",5.92
acb,23/08/2024,"827,300",20.16,"68,500",1.67,"758,800",18.49
acb,22/08/2024,"385,700",9.41,"388,400",9.48,"-2,700",-0.07
acb,21/08/2024,"1,123,600",27.33,"705,700",17.13,"417,900",10.21
acb,20/08/2024,"760,600",18.37,"1,388,300",33.41,"-627,700",-15.04
acb,19/08/2024,"577,200",13.88,"715,700",17.21,"-138,500",-3.33
acb,16/08/2024,"342,200",8.14,"2,327,300",55.42,"-1,985,100",-47.28
acb,15/08/2024,"372,400",8.76,"395,900",9.31,"-23,500",-0.55
acb,14/08/2024,"475,600",11.27,"974,500",23.02,"-498,900",-11.75
acb,13/08/2024,"971,400",23.02,"478,100",11.3,"493,300",11.73
acb,12/08/2024,"578,400",13.63,"1,159,000",27.14,"-580,600",-13.51
acb,09/08/2024,"380,400",8.94,"293,200",6.88,"87,200",2.07
acb,08/08/2024,"359,900",8.39,"705,900",16.49,"-346,000",-8.1
acb,07/08/2024,"280,800",6.58,"1,289,300",30.2,"-1,008,500",-23.62
acb,06/08/2024,"1,882,900",44.12,"751,400",17.76,"1,131,500",26.36
acb,05/08/2024,"664,900",15.58,"2,857,000",67.3,"-2,192,100",-51.72
acb,02/08/2024,"859,600",20.49,"1,452,400",34.63,"-592,800",-14.14
acb,01/08/2024,"2,399,500",58.13,"792,100",19.07,"1,607,400",39.06
acb,31/07/2024,"214,100",5.22,"1,078,600",26.24,"-864,500",-21.03
acb,30/07/2024,"702,700",16.91,"382,900",9.21,"319,800",7.7
acb,29/07/2024,"239,400",5.78,"330,600",8.0,"-91,200",-2.22
acb,26/07/2024,"41,900",1.01,"1,243,900",29.94,"-1,202,000",-28.93
acb,25/07/2024,"623,200",14.94,"692,100",16.6,"-68,900",-1.66
acb,24/07/2024,"2,222,200",53.45,"741,400",18.05,"1,480,800",35.4
acb,23/07/2024,"2,115,000",51.54,"374,800",9.22,"1,740,200",42.32
acb,22/07/2024,"2,023,000",50.42,"1,087,700",27.12,"935,300",23.3
acb,19/07/2024,"1,023,700",25.65,"927,900",23.27,"95,800",2.37
acb,18/07/2024,"1,231,700",30.38,"2,207,200",54.35,"-975,500",-23.98
acb,17/07/2024,"1,185,900",28.98,"1,764,500",43.62,"-578,600",-14.64
acb,16/07/2024,"973,000",23.53,"1,476,200",35.68,"-503,200",-12.15
acb,15/07/2024,"102,300",2.46,"698,500",16.73,"-596,200",-14.28
acb,12/07/2024,"879,900",21.21,"914,700",22.02,"-34,800",-0.81
acb,11/07/2024,"1,562,500",37.88,"60,200",1.46,"1,502,300",36.42
acb,10/07/2024,"737,700",17.93,"556,900",13.55,"180,800",4.38
acb,09/07/2024,"1,412,000",34.28,"1,673,500",40.58,"-261,500",-6.3
acb,08/07/2024,"519,100",12.57,"1,624,500",39.24,"-1,105,400",-26.67
acb,05/07/2024,"599,100",14.47,"1,266,100",30.44,"-667,000",-15.98
acb,04/07/2024,"508,500",12.27,"645,800",15.62,"-137,300",-3.34
acb,03/07/2024,"218,000",5.3,"1,460,400",35.22,"-1,242,400",-29.92
acb,02/07/2024,"59,200",1.42,"1,514,200",36.31,"-1,455,000",-34.88
acb,01/07/2024,"272,700",6.46,"574,600",13.62,"-301,900",-7.15
acb,28/06/2024,"988,400",23.62,"697,000",16.64,"291,400",6.98
acb,27/06/2024,"569,700",13.63,"2,164,200",51.64,"-1,594,500",-38.01
acb,26/06/2024,"807,100",19.32,"1,998,500",47.7,"-1,191,400",-28.38
acb,25/06/2024,"1,186,500",28.48,"1,071,500",25.72,"115,000",2.76
acb,24/06/2024,"2,437,100",59.03,"5,261,600",126.73,"-2,824,500",-67.7
acb,21/06/2024,"174,000",4.28,"2,093,700",51.48,"-1,919,700",-47.21
acb,20/06/2024,"2,654,400",65.32,"968,400",23.9,"1,686,000",41.43
acb,19/06/2024,"1,207,900",29.6,"2,448,800",59.6,"-1,240,900",-30.0
acb,18/06/2024,"700,200",17.21,"674,400",16.55,"25,800",0.66
acb,17/06/2024,"868,000",21.18,"470,400",11.5,"397,600",9.68
acb,14/06/2024,"1,272,700",31.56,"708,300",17.51,"564,400",14.05
acb,13/06/2024,"1,252,300",30.76,"620,600",15.32,"631,700",15.44
acb,12/06/2024,"849,200",20.7,"810,600",19.52,"38,600",1.18
acb,11/06/2024,"720,600",17.47,"263,700",6.38,"456,900",11.09
acb,10/06/2024,"277,700",6.79,"524,000",12.82,"-246,300",-6.03
acb,07/06/2024,"184,000",4.5,"186,900",4.57,"-2,900",-0.07
acb,06/06/2024,"420,800",10.25,"1,092,400",26.57,"-671,600",-16.32
acb,05/06/2024,"829,600",20.34,"42,700",1.04,"786,900",19.29
acb,04/06/2024,"241,500",5.95,"664,200",16.4,"-422,700",-10.45
acb,03/06/2024,"1,215,100",30.08,"818,700",20.28,"396,400",9.8
acb,31/05/2024,"350,300",8.71,"911,600",22.75,"-561,300",-14.04
acb,30/05/2024,"483,100",14.13,"496,300",14.49,"-13,200",-0.37
acb,29/05/2024,"661,200",19.55,"653,200",19.24,"8,000",0.31
acb,28/05/2024,"397,500",11.71,"401,800",11.85,"-4,300",-0.14
acb,27/05/2024,"224,600",6.61,"389,300",17.16,"-164,700",-10.54
acb,24/05/2024,"627,400",18.37,"3,136,900",91.82,"-2,509,500",-73.45
acb,23/05/2024,"903,400",25.49,"583,700",16.48,"319,700",9.0
acb,22/05/2024,"1,059,700",29.73,"393,200",11.04,"666,500",18.69
acb,21/05/2024,"1,677,000",47.09,"4,051,600",113.48,"-2,374,600",-66.39
acb,20/05/2024,"1,325,400",37.69,"700,900",19.89,"624,500",17.8
acb,17/05/2024,"243,100",6.88,"1,060,400",29.98,"-817,300",-23.1
acb,16/05/2024,"2,742,500",77.34,"458,300",12.92,"2,284,200",64.42
acb,15/05/2024,"1,985,000",55.16,"742,200",20.63,"1,242,800",34.53
acb,14/05/2024,"173,100",4.8,"844,000",22.6,"-670,900",-17.81
acb,13/05/2024,"731,400",20.4,"40,100",1.11,"691,300",19.28
acb,10/05/2024,"2,128,600",59.54,"435,000",12.0,"1,693,600",47.54
acb,09/05/2024,"70,800",1.96,"348,100",9.63,"-277,300",-7.67
acb,08/05/2024,"83,800",2.31,"1,040,800",28.61,"-957,000",-26.3
acb,07/05/2024,"34,400",0.95,"3,029,000",83.33,"-2,994,600",-82.38
acb,06/05/2024,"276,400",7.62,"802,300",22.07,"-525,900",-14.45
acb,03/05/2024,"2,680,800",73.24,"568,400",15.45,"2,112,400",57.79
acb,02/05/2024,"740,500",19.91,"157,800",4.26,"582,700",15.66
acb,26/04/2024,"271,400",7.26,"793,800",21.19,"-522,400",-13.93
acb,25/04/2024,"150,400",4.04,"3,059,100",82.12,"-2,908,700",-78.07
acb,24/04/2024,"748,100",20.16,"687,700",18.53,"60,400",1.63
acb,23/04/2024,"439,000",11.79,"3,421,000",91.36,"-2,982,000",-79.56
acb,22/04/2024,"458,700",12.29,"951,600",25.51,"-492,900",-13.22
acb,19/04/2024,"1,887,000",50.22,"862,900",22.99,"1,024,100",27.23
acb,17/04/2024,"77,400",2.09,"1,617,300",43.64,"-1,539,900",-41.55
acb,16/04/2024,"2,702,000",72.79,"471,200",12.69,"2,230,800",60.11
acb,15/04/2024,"2,107,100",57.57,"244,700",6.72,"1,862,400",50.86
acb,12/04/2024,"648,700",17.84,"769,100",20.95,"-120,400",-3.11
acb,11/04/2024,"561,800",15.21,"383,200",10.35,"178,600",4.86
acb,10/04/2024,"270,500",7.4,"1,233,600",33.74,"-963,100",-26.34
acb,09/04/2024,"363,200",9.87,"493,000",13.4,"-129,800",-3.53
