date,rate_change,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
12/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%,brs
11/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%,brs
10/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%,brs
09/09/2024,25(4.60 %),0,0,0,0,0,0,0,0%,brs
06/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%,brs
05/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%,brs
04/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%,brs
30/08/2024,24(0.42 %),0,0,0,0,0,0,0,0%,brs
29/08/2024,23.9(0.42 %),0,0,0,0,0,0,0,0%,brs
28/08/2024,23.8(0.00 %),0,0,0,0,0,0,0,0%,brs
27/08/2024,24(2.13 %),0,0,0,0,0,0,0,0%,brs
26/08/2024,23.5(-4.08 %),0,0,0,0,0,0,0,0%,brs
23/08/2024,24.5(0.00 %),0,0,0,0,0,0,0,0%,brs
22/08/2024,24.5(0.82 %),0,0,0,0,0,0,0,0%,brs
21/08/2024,24.3(1.25 %),0,0,0,0,0,0,0,0%,brs
20/08/2024,24(-4.00 %),0,0,0,0,0,0,0,0%,brs
19/08/2024,25(3.73 %),0,0,0,0,0,0,0,0%,brs
16/08/2024,24.3(1.25 %),0,0,0,0,0,0,0,0%,brs
15/08/2024,24(0.00 %),0,0,0,0,0,0,0,0%,brs
14/08/2024,24(1.27 %),0,0,0,0,0,0,0,0%,brs
13/08/2024,23.8(5.31 %),0,0,0,0,0,0,0,0%,brs
12/08/2024,22(6.80 %),0,0,0,0,0,0,0,0%,brs
09/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
08/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
07/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
06/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
05/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
02/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
01/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%,brs
31/07/2024,22(2.33 %),0,0,0,0,0,0,0,0%,brs
30/07/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%,brs
29/07/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%,brs
24/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
23/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
22/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
19/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
18/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
17/07/2024,0(0.00 %),0,0,0,0,0,0,0,0%,brs
16/07/2024,0(0.00 %),0,0,0,0,0,0,0,0%,brs
15/07/2024,24.5(5.15 %),0,0,0,0,0,0,0,0%,brs
12/07/2024,23.3(0.87 %),0,0,0,0,0,0,0,0%,brs
11/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%,brs
10/07/2024,23(1.77 %),0,0,0,0,0,0,0,0%,brs
08/07/2024,22.8(-2.15 %),0,0,0,0,0,0,0,0%,brs
04/07/2024,22.8(1.33 %),0,0,0,0,0,0,0,0%,brs
03/07/2024,22.5(1.81 %),0,0,0,0,0,0,0,49%,brs
02/07/2024,22.1(-10.89 %),0,0,0,0,0,0,0,0%,brs
01/07/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%,brs
28/06/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%,brs
27/06/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%,brs
26/06/2024,24.8(-0.40 %),0,0,0,0,0,0,0,0%,brs
25/06/2024,24.9(0.00 %),0,0,0,0,0,0,0,0%,brs
