date,rate_change,buy_orders,buy_volume,average_buy_order_volume,sell_orders,sell_volume,average_sell_order_volume,net_volume
12/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100
11/09/2024,9.3 ( 0 %),1,500,500,0,0,0,500
10/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100
09/09/2024,9.3 ( 0 %),2,700,350,0,0,0,700
06/09/2024,9.3 ( 0 %),1,100,100,0,0,0,100
05/09/2024,9.3 ( 0 %),2,600,300,0,0,0,600
04/09/2024,9.3 ( 0 %),2,200,100,0,0,0,200
30/08/2024,9.3 ( 0 %),3,700,233.33,0,0,0,700
29/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100
28/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200
27/08/2024,9.3 ( 0 %),1,500,500,0,0,0,500
26/08/2024,9.3 ( 0 %),3,200,66.67,0,0,0,200
23/08/2024,9.3 ( 0 %),5,500,100,0,0,0,500
22/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600
21/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200
20/08/2024,9.3 ( 0 %),3,800,266.67,0,0,0,800
19/08/2024,9.3 ( 0 %),3,100,33.33,0,0,0,100
16/08/2024,9.3 ( 0 %),2,700,350,0,0,0,700
15/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100
14/08/2024,9.3 ( 0 %),3,700,233.33,0,0,0,700
13/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600
12/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100
09/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100
08/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600
07/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600
06/08/2024,9.3 ( 0 %),2,200,100,0,0,0,200
05/08/2024,9.3 ( 0 %),3,800,266.67,0,0,0,800
02/08/2024,9.3 ( 0 %),1,100,100,0,0,0,100
01/08/2024,9.3 ( 0 %),2,600,300,0,0,0,600
31/07/2024,9.3 ( 0 %),3,300,100,0,0,0,300
30/07/2024,9.3 ( 0 %),3,"1,100",366.67,0,0,0,"1,100"
29/07/2024,9.3 ( 0 %),8,"1,600",200,0,0,0,"1,600"
26/07/2024,9.3 ( 0 %),1,100,100,0,0,0,100
25/07/2024,9.3 ( 0 %),3,"2,300",766.67,0,0,0,"2,300"
24/07/2024,9.3 ( 0 %),3,"1,100",366.67,0,0,0,"1,100"
23/07/2024,9.3 ( 0 %),2,600,300,0,0,0,600
22/07/2024,9.3 ( 0 %),2,"1,100",550,0,0,0,"1,100"
19/07/2024,9.3 ( -7.92 %),4,"1,300",325,1,100,100,"1,200"
18/07/2024,10.1 ( 0 %),2,600,300,0,0,0,600
17/07/2024,10.1 ( 0 %),2,700,350,0,0,0,700
16/07/2024,10.1 ( -7.34 %),2,700,350,1,100,100,600
15/07/2024,10.9 ( 0 %),1,100,100,0,0,0,100
12/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100"
11/07/2024,10.9 ( 0 %),2,600,300,0,0,0,600
10/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100"
09/07/2024,10.9 ( 0 %),2,400,200,0,0,0,400
08/07/2024,10.9 ( 0 %),4,"1,700",425,0,0,0,"1,700"
05/07/2024,10.9 ( 0 %),2,700,350,0,0,0,700
04/07/2024,10.9 ( 0 %),3,700,233.33,0,0,0,700
03/07/2024,10.9 ( 0 %),3,"1,100",366.67,0,0,0,"1,100"
02/07/2024,10.9 ( -3.54 %),5,"1,400",280,1,100,100,"1,300"
01/07/2024,11.3 ( 0 %),2,300,150,0,0,0,300
28/06/2024,11.3 ( 0 %),3,700,233.33,1,200,200,500
27/06/2024,11.3 ( 0 %),3,700,233.33,1,200,200,500
26/06/2024,11.3 ( 0 %),3,700,233.33,0,0,0,700
25/06/2024,11.3 ( 0 %),3,700,233.33,0,0,0,700
24/06/2024,11.3 ( 0 %),10,"2,400",240,4,800,200,"1,600"
21/06/2024,11.3 ( 0 %),5,"1,300",260,2,300,150,"1,000"
20/06/2024,11.3 ( 0 %),4,"1,300",325,0,0,0,"1,300"
19/06/2024,11.3 ( 0 %),7,"1,600",228.57,0,0,0,"1,600"
18/06/2024,11.3 ( -4.24 %),8,"4,800",600,4,"3,500",875,"1,300"
17/06/2024,11.8 ( 9.26 %),5,"1,500",300,2,400,200,"1,100"
14/06/2024,10.8 ( 0 %),2,600,300,0,0,0,600
13/06/2024,10.8 ( 0 %),4,900,225,0,0,0,900
12/06/2024,10.8 ( 0 %),4,900,225,0,0,0,900
11/06/2024,10.8 ( 0 %),5,"1,000",200,1,100,100,900
10/06/2024,10.8 ( 0 %),4,"3,500",875,1,100,100,"3,400"
07/06/2024,10.8 ( 0 %),3,"5,500","1,833.33",1,100,100,"5,400"
06/06/2024,10.8 ( -8.47 %),4,"2,500",625,4,"1,100",275,"1,400"
05/06/2024,11.8 ( 0 %),1,200,200,1,200,200,0
04/06/2024,11.8 ( 0 %),5,"6,100","1,220",3,"5,900","1,967",200
03/06/2024,11.8 ( 0 %),1,100,100,0,0,0,100
31/05/2024,11.8 ( 0 %),2,200,100,0,0,0,200
30/05/2024,11.8 ( 0 %),3,"2,700",900,2,400,200,"2,300"
29/05/2024,11.8 ( 0 %),3,"2,700",900,2,400,200,"2,300"
28/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
27/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
24/05/2024,11.8 ( 0 %),2,600,300,1,200,200,400
23/05/2024,11.8 ( 0 %),2,"1,000",500,1,200,200,800
22/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
21/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
20/05/2024,11.8 ( 0 %),2,"1,000",500,1,200,200,800
17/05/2024,11.8 ( 0 %),2,400,200,0,0,0,400
16/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
15/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
14/05/2024,11.8 ( 0 %),1,100,100,0,0,0,100
13/05/2024,11.8 ( 0 %),2,600,300,0,0,0,600
10/05/2024,11.8 ( 0 %),3,700,233.33,0,0,0,700
09/05/2024,11.8 ( 0 %),0,0,0,0,0,0,0
08/05/2024,11.8 ( 0 %),5,800,160,0,0,0,800
07/05/2024,11.8 ( 0 %),0,0,0,0,0,0,0
06/05/2024,11.8 ( 0 %),2,500,250,1,0,0,500
03/05/2024,11.8 ( 0 %),1,200,200,0,0,0,200
02/05/2024,11.8 ( 0 %),2,600,300,1,200,200,400
26/04/2024,11.8 ( 0 %),1,200,200,1,"2,000","2,000","-1,800"
25/04/2024,11.8 ( 0 %),2,400,200,1,"2,000","2,000","-1,600"
24/04/2024,11.8 ( -9.23 %),1,100,100,5,"3,900",780,"-3,800"
23/04/2024,13 ( 0 %),3,400,133.33,6,"3,100",517,"-2,700"
22/04/2024,13 ( 0 %),1,100,100,5,"3,800",760,"-3,700"
19/04/2024,13 ( 0 %),1,100,100,5,"3,800",760,"-3,700"
17/04/2024,13 ( 0 %),2,600,300,6,"3,800",633,"-3,200"
16/04/2024,13 ( 0 %),3,700,233.33,6,"3,400",567,"-2,700"
15/04/2024,13 ( 0 %),3,"2,600",866.67,5,"2,900",580,-300
12/04/2024,13 ( 0 %),5,"5,600","1,120",7,"4,400",629,"1,200"
11/04/2024,13 ( 0 %),3,"5,600","1,866.67",8,"4,600",575,"1,000"
10/04/2024,13 ( 0 %),3,"7,100","2,366.67",9,"5,400",600,"1,700"
09/04/2024,13 ( 0 %),4,"5,400","1,350",10,"3,500",350,"1,900"
08/04/2024,13 ( 1.56 %),4,"4,000","1,000",6,"2,500",417,"1,500"
05/04/2024,12.8 ( 0 %),2,200,100,2,400,200,-200
04/04/2024,12.8 ( 0 %),1,100,100,2,400,200,-300
03/04/2024,12.8 ( 0 %),2,"2,100","1,050",1,100,100,"2,000"
02/04/2024,12.8 ( 0 %),2,"2,100","1,050",3,900,300,"1,200"
01/04/2024,12.8 ( 0 %),2,"5,100","2,550",4,"1,200",300,"3,900"
29/03/2024,12.8 ( 0 %),4,"5,200","1,300",3,900,300,"4,300"
28/03/2024,12.8 ( 0 %),1,100,100,1,100,100,0
27/03/2024,12.8 ( 0 %),1,100,100,1,100,100,0
26/03/2024,12.8 ( 0 %),2,"5,100","2,550",2,300,150,"4,800"
25/03/2024,12.8 ( 0 %),2,200,100,2,300,150,-100
22/03/2024,12.8 ( 0 %),3,"5,200","1,733.33",1,100,100,"5,100"
21/03/2024,12.8 ( 0 %),3,"5,300","1,766.67",1,100,100,"5,200"
20/03/2024,12.8 ( 0 %),2,300,150,1,100,100,200
19/03/2024,12.8 ( 0 %),3,"5,200","1,733.33",1,100,100,"5,100"
18/03/2024,12.8 ( 0 %),3,"5,300","1,766.67",5,"4,700",940,600
15/03/2024,12.8 ( 0 %),3,"3,300","1,100",2,400,200,"2,900"
14/03/2024,12.8 ( 0 %),2,300,150,2,400,200,-100
13/03/2024,12.8 ( 0 %),1,100,100,1,100,100,0
12/03/2024,12.8 ( 0 %),1,200,200,2,400,200,-200
11/03/2024,12.8 ( 0 %),1,200,200,0,0,0,200
08/03/2024,12.8 ( 0 %),1,200,200,1,300,300,-100
07/03/2024,12.8 ( 7.56 %),3,"2,400",800,2,"2,200","1,100",200
06/03/2024,11.9 ( 0 %),2,300,150,0,0,0,300
05/03/2024,11.9 ( 0 %),2,300,150,0,0,0,300
04/03/2024,11.9 ( 0 %),5,"1,400",280,0,0,0,"1,400"
01/03/2024,11.9 ( 0 %),1,200,200,1,200,200,0
29/02/2024,11.9 ( 0 %),2,200,100,0,0,0,200
28/02/2024,12.7 ( 1.6 %),2,300,150,1,100,100,200
27/02/2024,12.5 ( 0 %),2,200,100,2,300,150,-100
26/02/2024,12.5 ( 0 %),4,"1,100",275,1,100,100,"1,000"
23/02/2024,12.5 ( 0 %),2,300,150,1,100,100,200
22/02/2024,12.5 ( 0 %),2,300,150,1,100,100,200
21/02/2024,12.5 ( 0 %),3,500,166.67,1,100,100,400
20/02/2024,12.5 ( 0.81 %),2,300,150,4,400,100,-100
19/02/2024,12.4 ( 0 %),4,500,125,1,100,100,400
16/02/2024,12.4 ( 0 %),2,400,200,0,0,0,400
15/02/2024,12.4 ( -8.15 %),4,400,100,3,500,167,-100
07/02/2024,13.5 ( 9.76 %),5,700,140,1,100,100,600
06/02/2024,12.3 ( 0 %),3,"5,300","1,766.67",1,100,100,"5,200"
05/02/2024,12.3 ( 0 %),3,500,166.67,2,200,100,300
02/02/2024,12.3 ( 0 %),4,500,125,1,100,100,400
01/02/2024,12.3 ( 9.82 %),7,"1,500",214.29,3,500,167,"1,000"
31/01/2024,11.2 ( 0 %),2,400,200,1,100,100,300
30/01/2024,11.2 ( 0 %),1,200,200,2,200,100,0
29/01/2024,11.2 ( 0 %),5,700,140,1,100,100,600
26/01/2024,11.2 ( 0 %),5,300,60,1,100,100,200
25/01/2024,11.2 ( 9.8 %),6,"1,200",200,2,200,100,"1,000"
24/01/2024,10.2 ( 0 %),4,700,175,1,100,100,600
23/01/2024,10.2 ( 0 %),3,900,300,1,100,100,800
22/01/2024,9.3 ( 0 %),3,700,233.33,0,0,0,700
19/01/2024,9.3 ( 0 %),1,500,500,0,0,0,500
18/01/2024,9.3 ( 0 %),5,800,160,0,0,0,800
17/01/2024,9.3 ( 0 %),2,"1,100",550,0,0,0,"1,100"
16/01/2024,9.3 ( 0 %),1,100,100,0,0,0,100
15/01/2024,9.3 ( 0 %),1,100,100,0,0,0,100
