ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
BCG,12/09/2024,"1,100",0.01,"6,100",0.04,"-5,000",-0.03
BCG,11/09/2024,"11,000",0.07,"1,100",0.01,"9,900",0.06
BCG,10/09/2024,"8,800",0.06,"4,400",0.03,"4,400",0.03
BCG,09/09/2024,"14,300",0.09,"38,500",0.25,"-24,200",-0.16
BCG,06/09/2024,"2,200",0.01,0,0,"2,200",0.01
BCG,05/09/2024,"1,100",0.01,"1,281,300",8.47,"-1,280,200",-8.46
BCG,30/08/2024,"23,100",0.15,0,0,"23,100",0.15
BCG,29/08/2024,"37,300",0.25,0,0,"37,300",0.25
BCG,28/08/2024,"2,200",0.01,"3,400",0.02,"-1,200",-0.01
BCG,23/08/2024,"2,200",0.01,"3,300",0.02,"-1,100",-0.01
BCG,22/08/2024,"2,200",0.01,0,0,"2,200",0.01
BCG,21/08/2024,"2,200",0.01,0,0,"2,200",0.01
BCG,20/08/2024,"1,100",0.01,"4,400",0.03,"-3,300",-0.02
BCG,19/08/2024,0,0,"2,200",0.01,"-2,200",-0.01
BCG,16/08/2024,0,0,"6,600",0.04,"-6,600",-0.04
BCG,15/08/2024,"1,100",0.01,"1,100",0.01,0,-0
BCG,14/08/2024,"2,200",0.01,0,0,"2,200",0.01
BCG,13/08/2024,"1,100",0.01,"1,100",0.01,0,-0
BCG,12/08/2024,0,0,"4,400",0.03,"-4,400",-0.03
BCG,08/08/2024,"1,100",0.01,"5,500",0.04,"-4,400",-0.03
BCG,06/08/2024,"6,600",0.04,"81,400",0.54,"-74,800",-0.5
BCG,05/08/2024,"6,600",0.04,"15,400",0.1,"-8,800",-0.06
BCG,02/08/2024,"68,200",0.46,"12,608,800",87.86,"-12,540,600",-87.4
BCG,01/08/2024,"5,400",0.04,0,0,"5,400",0.04
BCG,31/07/2024,"5,400",0.04,0,0,"5,400",0.04
BCG,30/07/2024,"7,200",0.06,900,0.01,"6,300",0.05
BCG,29/07/2024,"1,800",0.01,0,0,"1,800",0.01
BCG,26/07/2024,"4,500",0.03,0,0,"4,500",0.03
BCG,25/07/2024,900,0.01,900,0.01,0,-0
BCG,24/07/2024,"4,500",0.03,0,0,"4,500",0.03
BCG,23/07/2024,0,0,"21,600",0.17,"-21,600",-0.17
BCG,22/07/2024,"13,500",0.11,"85,000",0.67,"-71,500",-0.56
BCG,19/07/2024,"4,500",0.04,"12,600",0.1,"-8,100",-0.07
BCG,18/07/2024,"4,500",0.04,"52,200",0.42,"-47,700",-0.39
BCG,17/07/2024,"31,500",0.26,0,0,"31,500",0.26
BCG,16/07/2024,"23,900",0.21,0,0,"23,900",0.21
BCG,15/07/2024,900,0.01,0,0,900,0.01
BCG,12/07/2024,"15,300",0.13,"1,500",0.01,"13,800",0.12
BCG,11/07/2024,0,0,"2,700",0.02,"-2,700",-0.02
BCG,10/07/2024,"24,300",0.21,"3,600",0.03,"20,700",0.18
BCG,09/07/2024,"36,000",0.31,"24,300",0.21,"11,700",0.1
BCG,08/07/2024,"3,600",0.03,"33,300",0.29,"-29,700",-0.26
BCG,05/07/2024,"10,800",0.09,"1,800",0.02,"9,000",0.08
BCG,04/07/2024,"54,000",0.47,"20,700",0.18,"33,300",0.29
BCG,03/07/2024,"14,400",0.12,"1,800",0.02,"12,600",0.11
BCG,02/07/2024,"9,900",0.08,"26,100",0.22,"-16,200",-0.14
BCG,01/07/2024,"5,400",0.05,0,0,"5,400",0.05
BCG,28/06/2024,"3,600",0.03,0,0,"3,600",0.03
BCG,27/06/2024,"9,900",0.09,"1,800",0.02,"8,100",0.07
BCG,26/06/2024,0,0,100,0,-100,-0
BCG,24/06/2024,"31,500",0.28,900,0.01,"30,600",0.27
