date,close,adjusting_price,rate_change,order_matching_volume,order_matching_value,block_trade_volume,block_trade_value,open,high,low,ticker
12/09/2024,15.9,--,0(0.00 %),1,0.0,0,0.0,15.9,15.9,15.9,alt
11/09/2024,15.9,--,0(0.00 %),0,0.0,0,0.0,15.9,15.9,15.9,alt
10/09/2024,15.9,--,0(0.00 %),0,0.0,0,0.0,15.9,15.9,15.9,alt
09/09/2024,15.9,--,0(0.00 %),19,0.0,0,0.0,15.9,15.9,15.9,alt
06/09/2024,15.9,--,1(6.71 %),110,0.0,0,0.0,15.9,15.9,15.9,alt
05/09/2024,14.9,--,0(0.00 %),0,0.0,0,0.0,14.9,14.9,14.9,alt
04/09/2024,14.9,--,0(0.00 %),46,0.0,0,0.0,14.9,14.9,14.9,alt
30/08/2024,14.9,--,1.1(7.97 %),105,0.0,0,0.0,14.9,14.9,14.9,alt
29/08/2024,13.8,--,0(0.00 %),0,0.0,0,0.0,13.8,13.8,13.8,alt
28/08/2024,13.8,--,0.2(1.47 %),124,0.0,0,0.0,13.8,13.8,13.8,alt
27/08/2024,13.6,--,0.1(0.74 %),"20,104",0.26,0,0.0,12.8,13.6,12.8,alt
26/08/2024,13.5,--,0(0.00 %),0,0.0,0,0.0,13.5,13.5,13.5,alt
23/08/2024,13.5,--,0(0.00 %),0,0.0,0,0.0,13.5,13.5,13.5,alt
22/08/2024,13.5,--,-0.1(-0.74 %),202,0.0,0,0.0,12.8,13.5,12.8,alt
21/08/2024,13.6,--,0(0.00 %),0,0.0,0,0.0,13.6,13.6,13.6,alt
20/08/2024,13.6,--,0(0.00 %),0,0.0,0,0.0,13.6,13.6,13.6,alt
19/08/2024,13.6,--,-0.1(-0.73 %),603,0.01,0,0.0,13.6,13.8,12.8,alt
16/08/2024,13.7,--,0(0.00 %),501,0.01,0,0.0,13.2,13.7,13.2,alt
15/08/2024,13.7,--,-0.2(-1.44 %),"1,060",0.01,0,0.0,13.8,13.8,13.7,alt
14/08/2024,13.9,--,0(0.00 %),103,0.0,0,0.0,13.9,13.9,13.9,alt
14/08/2024,13.9,--,0(0.00 %),103,0.0,0,0.0,13.9,13.9,13.9,alt
13/08/2024,13.9,--,0.2(1.46 %),104,0.0,0,0.0,13.9,13.9,13.9,alt
12/08/2024,13.7,--,-0.2(-1.44 %),600,0.01,0,0.0,12.9,13.7,12.9,alt
09/08/2024,13.9,--,0(0.00 %),0,0.0,0,0.0,13.9,13.9,13.9,alt
08/08/2024,13.9,--,0(0.00 %),17,0.0,0,0.0,13.9,13.9,13.9,alt
07/08/2024,13.9,--,0.6(4.51 %),201,0.0,0,0.0,13.9,13.9,13.9,alt
06/08/2024,13.3,--,0(0.00 %),5,0.0,0,0.0,13.3,13.3,13.3,alt
05/08/2024,13.3,--,-1.2(-8.28 %),"9,000",0.12,0,0.0,13.4,13.4,13.2,alt
02/08/2024,14.5,--,0(0.00 %),1,0.0,0,0.0,14.5,14.5,14.5,alt
01/08/2024,14.5,--,0(0.00 %),10,0.0,0,0.0,14.5,14.5,14.5,alt
31/07/2024,14.5,--,0(0.00 %),707,0.01,0,0.0,13.4,14.5,13.4,alt
30/07/2024,14.5,--,0(0.00 %),1,0.0,0,0.0,14.5,14.5,14.5,alt
29/07/2024,14.5,--,-0.2(-1.36 %),763,0.01,0,0.0,13.6,14.5,13.3,alt
26/07/2024,14.7,--,-0.4(-2.65 %),106,0.0,0,0.0,14.7,14.7,14.7,alt
25/07/2024,15.1,--,-0.6(-3.82 %),201,0.0,0,0.0,14.2,15.1,14.2,alt
24/07/2024,15.7,--,0(0.00 %),6,0.0,0,0.0,15.7,15.7,15.7,alt
23/07/2024,15.7,--,0(0.00 %),0,0.0,0,0.0,15.7,15.7,15.7,alt
22/07/2024,15.7,--,0.2(1.29 %),102,0.0,0,0.0,15.7,15.7,15.7,alt
19/07/2024,15.5,--,1(6.90 %),320,0.0,0,0.0,15.8,15.8,13.5,alt
18/07/2024,14.5,--,-1.3(-8.23 %),320,0.0,0,0.0,14.5,14.5,14.5,alt
17/07/2024,15.8,--,1(6.76 %),107,0.0,0,0.0,15.8,15.8,15.8,alt
16/07/2024,14.8,--,1.2(8.82 %),349,0.0,0,0.0,13.6,14.8,13.6,alt
15/07/2024,13.6,--,-1.3(-8.72 %),200,0.0,0,0.0,13.6,13.6,13.6,alt
12/07/2024,14.9,--,0(0.00 %),0,0.0,0,0.0,14.9,14.9,14.9,alt
11/07/2024,14.9,--,-1.6(-9.70 %),100,0.0,0,0.0,14.9,14.9,14.9,alt
10/07/2024,16.5,--,0(0.00 %),0,0.0,0,0.0,16.5,16.5,16.5,alt
09/07/2024,16.5,--,0(0.00 %),3,0.0,0,0.0,16.5,16.5,16.5,alt
08/07/2024,16.5,--,0(0.00 %),5,0.0,0,0.0,16.5,16.5,16.5,alt
05/07/2024,16.5,--,0.5(3.12 %),100,0.0,0,0.0,16.5,16.5,16.5,alt
04/07/2024,16.0,--,0(0.00 %),8,0.0,0,0.0,16.0,16.0,16.0,alt
03/07/2024,16.0,--,1(6.67 %),776,0.01,0,0.0,16.0,16.0,16.0,alt
02/07/2024,15.0,--,1.3(9.49 %),500,0.01,0,0.0,15.0,15.0,15.0,alt
01/07/2024,13.7,--,0(0.00 %),401,0.01,0,0.0,13.6,13.7,13.2,alt
28/06/2024,13.7,--,0(0.00 %),100,0.0,0,0.0,13.7,13.7,13.7,alt
27/06/2024,13.7,--,0(0.00 %),0,0.0,0,0.0,13.7,13.7,13.7,alt
26/06/2024,13.7,--,-0.3(-2.14 %),"2,846",0.04,0,0.0,13.8,13.8,13.2,alt
25/06/2024,14.0,--,0(0.00 %),700,0.01,0,0.0,14.0,14.0,13.0,alt
24/06/2024,14.0,--,1(7.69 %),210,0.0,0,0.0,13.2,14.0,13.2,alt
21/06/2024,13.0,--,-1(-7.14 %),600,0.01,0,0.0,13.0,13.0,13.0,alt
20/06/2024,14.0,--,0(0.00 %),0,0.0,0,0.0,14.0,14.0,14.0,alt
19/06/2024,14.0,--,0.7(5.26 %),200,0.0,0,0.0,13.3,14.0,13.3,alt
18/06/2024,13.3,--,-0.4(-2.92 %),100,0.0,0,0.0,13.3,13.3,13.3,alt
17/06/2024,13.7,--,-0.4(-2.84 %),"1,454",0.02,0,0.0,13.9,13.9,13.3,alt
14/06/2024,14.1,--,0(0.00 %),10,0.0,0,0.0,14.1,14.1,14.1,alt
13/06/2024,14.1,--,0(0.00 %),16,0.0,0,0.0,14.1,14.1,14.1,alt
12/06/2024,14.1,--,0(0.00 %),0,0.0,0,0.0,14.1,14.1,14.1,alt
11/06/2024,14.1,--,1.1(8.46 %),155,0.0,0,0.0,14.1,14.1,14.1,alt
10/06/2024,13.0,--,-0.9(-6.47 %),"1,204",0.02,0,0.0,12.9,13.0,12.8,alt
07/06/2024,13.9,--,0(0.00 %),0,0.0,0,0.0,13.9,13.9,13.9,alt
06/06/2024,13.9,--,0(0.00 %),0,0.0,0,0.0,13.9,13.9,13.9,alt
05/06/2024,13.9,--,0(0.00 %),303,0.0,0,0.0,13.9,13.9,13.9,alt
04/06/2024,13.9,--,0.4(2.96 %),200,0.0,0,0.0,13.6,13.9,13.6,alt
03/06/2024,13.5,--,0.1(0.75 %),102,0.0,0,0.0,13.5,13.5,13.5,alt
31/05/2024,13.4,--,0(0.00 %),"3,600",0.05,0,0.0,13.4,13.4,13.2,alt
30/05/2024,13.4,--,0.9(7.20 %),900,0.01,0,0.0,12.6,13.4,12.6,alt
29/05/2024,12.5,--,-1.2(-8.76 %),"8,465",0.11,0,0.0,13.5,13.5,12.5,alt
28/05/2024,13.7,--,0(0.00 %),100,0.0,0,0.0,13.7,13.7,13.7,alt
27/05/2024,13.7,--,0(0.00 %),"1,386",0.02,0,0.0,13.7,13.7,13.7,alt
24/05/2024,13.7,--,-0.2(-1.44 %),509,0.01,0,0.0,13.6,13.7,13.5,alt
23/05/2024,13.9,--,0.3(2.21 %),100,0.0,0,0.0,13.9,13.9,13.9,alt
22/05/2024,13.6,--,-1.2(-8.11 %),"1,500",0.02,0,0.0,14.0,14.0,13.6,alt
21/05/2024,14.8,--,0.4(2.78 %),201,0.0,0,0.0,15.0,15.0,14.8,alt
20/05/2024,14.4,--,-1.5(-9.43 %),"10,574",0.15,0,0.0,14.4,14.4,14.4,alt
17/05/2024,15.9,--,-0.6(-3.64 %),400,0.01,0,0.0,14.9,15.9,14.9,alt
16/05/2024,16.5,--,1.5(10.00 %),415,0.01,0,0.0,16.5,16.5,16.5,alt
15/05/2024,15.0,--,0(0.00 %),"1,131",0.02,0,0.0,16.0,16.0,15.0,alt
14/05/2024,15.0,--,-1.5(-9.09 %),309,0.0,0,0.0,14.9,15.0,14.9,alt
13/05/2024,16.5,--,-0.5(-2.94 %),410,0.01,0,0.0,15.3,16.5,15.3,alt
10/05/2024,17.0,--,-0.7(-3.95 %),654,0.01,0,0.0,17.7,17.7,16.0,alt
09/05/2024,17.7,--,-0.3(-1.67 %),320,0.01,0,0.0,16.2,17.7,16.2,alt
08/05/2024,18.0,--,0(0.00 %),0,0.0,0,0.0,18.0,18.0,18.0,alt
07/05/2024,18.0,--,0(0.00 %),5,0.0,0,0.0,18.0,18.0,18.0,alt
06/05/2024,18.0,--,0(0.00 %),29,0.0,0,0.0,18.0,18.0,18.0,alt
03/05/2024,18.0,--,0(0.00 %),0,0.0,0,0.0,18.0,18.0,18.0,alt
02/05/2024,18.0,--,0.1(0.56 %),908,0.02,0,0.0,19.0,19.0,16.2,alt
26/04/2024,17.9,--,0(0.00 %),0,0.0,0,0.0,17.9,17.9,17.9,alt
25/04/2024,17.9,--,-0.1(-0.56 %),501,0.01,0,0.0,18.0,19.0,17.9,alt
24/04/2024,18.0,--,-2(-10.00 %),810,0.02,0,0.0,19.0,21.0,18.0,alt
23/04/2024,20.0,--,1(5.26 %),249,0.0,0,0.0,19.0,20.0,19.0,alt
22/04/2024,19.0,--,1.4(7.95 %),400,0.01,0,0.0,17.5,19.0,17.5,alt
19/04/2024,17.6,--,0(0.00 %),2,0.0,0,0.0,17.6,17.6,17.6,alt
17/04/2024,17.6,--,0(0.00 %),0,0.0,0,0.0,17.6,17.6,17.6,alt
16/04/2024,17.6,--,1.6(10.00 %),200,0.0,0,0.0,17.0,17.6,17.0,alt
15/04/2024,16.0,--,1.1(7.38 %),500,0.01,0,0.0,14.9,16.0,14.9,alt
12/04/2024,14.9,--,0.4(2.76 %),"6,000",0.09,0,0.0,14.4,14.9,14.4,alt
11/04/2024,14.5,--,0(0.00 %),"1,000",0.01,0,0.0,14.5,14.5,14.5,alt
10/04/2024,14.5,--,0(0.00 %),0,0.0,0,0.0,14.5,14.5,14.5,alt
09/04/2024,14.5,--,0(0.00 %),0,0.0,0,0.0,14.5,14.5,14.5,alt
08/04/2024,14.5,--,0(0.00 %),6,0.0,0,0.0,14.5,14.5,14.5,alt
05/04/2024,14.5,--,0.2(1.40 %),300,0.0,0,0.0,13.3,14.5,13.3,alt
04/04/2024,14.3,--,0.2(1.42 %),400,0.01,0,0.0,13.7,14.3,13.3,alt
03/04/2024,14.1,--,0(0.00 %),400,0.01,0,0.0,13.2,14.1,13.2,alt
02/04/2024,14.1,--,0(0.00 %),0,0.0,0,0.0,14.1,14.1,14.1,alt
01/04/2024,14.1,--,-0.4(-2.76 %),"1,000",0.01,0,0.0,14.0,14.1,14.0,alt
29/03/2024,14.5,--,-0.4(-2.68 %),894,0.01,0,0.0,15.8,15.8,14.5,alt
28/03/2024,14.9,--,0(0.00 %),62,0.0,0,0.0,14.9,14.9,14.9,alt
27/03/2024,14.9,--,0(0.00 %),201,0.0,0,0.0,14.9,14.9,14.9,alt
26/03/2024,14.9,--,0.5(3.47 %),700,0.01,0,0.0,13.3,14.9,13.3,alt
25/03/2024,14.4,--,0(0.00 %),4,0.0,0,0.0,14.4,14.4,14.4,alt
22/03/2024,14.4,--,0(0.00 %),1,0.0,0,0.0,14.4,14.4,14.4,alt
21/03/2024,14.4,--,0(0.00 %),5,0.0,0,0.0,14.4,14.4,14.4,alt
20/03/2024,14.4,--,0(0.00 %),1,0.0,0,0.0,14.4,14.4,14.4,alt
19/03/2024,14.4,--,0(0.00 %),0,0.0,0,0.0,14.4,14.4,14.4,alt
18/03/2024,14.4,--,0(0.00 %),"1,500",0.02,0,0.0,13.8,14.4,13.4,alt
15/03/2024,14.4,--,0.6(4.35 %),700,0.01,0,0.0,13.8,14.4,13.8,alt
