ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
asm,12/09/2024,400,0.0,"2,000",0.02,"-1,600",-0.01
asm,11/09/2024,"4,000",0.04,400,0.0,"3,600",0.03
asm,10/09/2024,"3,200",0.03,"1,600",0.01,"1,600",0.01
asm,09/09/2024,"5,200",0.05,"14,000",0.13,"-8,800",-0.08
asm,06/09/2024,800,0.01,0,0.0,800,0.01
asm,05/09/2024,400,0.0,"7,200",0.07,"-6,800",-0.06
asm,30/08/2024,"8,400",0.08,0,0.0,"8,400",0.08
asm,29/08/2024,"13,200",0.13,0,0.0,"13,200",0.13
asm,28/08/2024,800,0.01,"1,200",0.01,-400,-0.0
asm,27/08/2024,0,0.0,"4,000",0.04,"-4,000",-0.04
asm,23/08/2024,800,0.01,"1,200",0.01,-400,-0.0
asm,22/08/2024,800,0.01,0,0.0,800,0.01
asm,21/08/2024,800,0.01,0,0.0,800,0.01
asm,20/08/2024,400,0.0,"1,600",0.02,"-1,200",-0.01
asm,19/08/2024,0,0.0,800,0.01,-800,-0.01
asm,16/08/2024,0,0.0,"2,800",0.03,"-2,800",-0.03
asm,15/08/2024,400,0.0,400,0.0,0,0.0
asm,14/08/2024,800,0.01,0,0.0,800,0.01
asm,13/08/2024,400,0.0,400,0.0,0,-0.0
asm,12/08/2024,0,0.0,"1,600",0.01,"-1,600",-0.01
asm,08/08/2024,400,0.0,"2,000",0.02,"-1,600",-0.01
asm,06/08/2024,"2,400",0.02,"5,600",0.05,"-3,200",-0.03
asm,05/08/2024,"2,400",0.02,"5,600",0.05,"-3,200",-0.03
asm,02/08/2024,800,0.01,"3,200",0.03,"-2,400",-0.02
asm,01/08/2024,"2,400",0.02,0,0.0,"2,400",0.02
asm,31/07/2024,"2,400",0.02,0,0.0,"2,400",0.02
asm,30/07/2024,"3,200",0.03,400,0.0,"2,800",0.03
asm,29/07/2024,800,0.01,0,0.0,800,0.01
asm,26/07/2024,"2,000",0.02,0,0.0,"2,000",0.02
asm,25/07/2024,400,0.0,400,0.0,0,-0.0
asm,24/07/2024,"2,000",0.02,0,0.0,"2,000",0.02
asm,23/07/2024,0,0.0,"8,000",0.08,"-8,000",-0.08
asm,22/07/2024,"6,000",0.06,0,0.0,"6,000",0.06
asm,19/07/2024,"2,000",0.02,"5,600",0.06,"-3,600",-0.04
asm,18/07/2024,"2,000",0.02,"22,400",0.22,"-20,400",-0.2
asm,17/07/2024,"14,000",0.14,0,0.0,"14,000",0.14
asm,16/07/2024,"10,800",0.11,0,0.0,"10,800",0.11
asm,15/07/2024,400,0.0,0,0.0,400,0.0
asm,12/07/2024,"6,800",0.08,0,0.0,"6,800",0.08
asm,11/07/2024,0,0.0,"1,200",0.01,"-1,200",-0.01
asm,10/07/2024,"10,800",0.12,"1,600",0.02,"9,200",0.1
asm,09/07/2024,"16,000",0.18,"18,400",0.21,"-2,400",-0.03
asm,08/07/2024,"1,600",0.02,"16,400",0.19,"-14,800",-0.17
asm,05/07/2024,"4,800",0.05,800,0.01,"4,000",0.05
asm,04/07/2024,"24,000",0.27,"10,800",0.12,"13,200",0.15
asm,03/07/2024,"6,400",0.07,900,0.01,"5,500",0.06
asm,02/07/2024,"4,400",0.05,"11,600",0.13,"-7,200",-0.08
asm,01/07/2024,"2,400",0.03,0,0.0,"2,400",0.03
asm,28/06/2024,"1,600",0.02,0,0.0,"1,600",0.02
asm,27/06/2024,"4,400",0.05,800,0.01,"3,600",0.04
asm,24/06/2024,"14,000",0.16,400,0.0,"13,600",0.15
asm,21/06/2024,400,0.0,"18,400",0.21,"-18,000",-0.21
asm,20/06/2024,0,0.0,100,0.0,-100,-0.0
