date,rate_change,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership
12/09/2024,7.9(2.60 %),"-24,400",-0.19,300,0,"24,700",0.19,"40,579,967",0.74%
11/09/2024,7.7(-2.53 %),"-41,600",-0.33,"22,000",0.17,"63,600",0.49,"40,524,367",0.8%
10/09/2024,7.9(-3.66 %),"8,400",0.04,"64,300",0.49,"55,900",0.45,"40,540,767",0.79%
09/09/2024,8.2(-2.38 %),0,0,0,0,0,0,"40,605,067",0.71%
06/09/2024,8.4(1.20 %),"52,100",0.42,"52,100",0.42,0,0,"40,572,667",0.75%
05/09/2024,8.3(-3.49 %),"31,100",0.25,"64,000",0.53,"32,900",0.28,"40,582,767",0.74%
04/09/2024,8.6(-2.27 %),"-20,200",-0.18,"21,800",0.19,"42,000",0.36,"40,587,367",0.73%
30/08/2024,8.8(-2.22 %),"-59,100",-0.53,300,0,"59,400",0.53,"40,485,467",0.85%
29/08/2024,9(3.45 %),"-88,600",-0.83,"35,100",0.32,"123,700",1.15,"40,461,967",0.88%
28/08/2024,8.7(1.16 %),"26,500",0.22,"50,300",0.43,"23,800",0.21,"40,482,967",0.85%
27/08/2024,8.6(1.18 %),"80,800",0.69,"94,900",0.82,"14,100",0.12,"40,532,867",0.79%
26/08/2024,8.5(-3.41 %),"77,900",0.66,"78,300",0.67,400,0,"40,511,967",0.82%
23/08/2024,8.8(3.53 %),"-110,500",-0.99,"5,300",0.05,"115,800",1.04,"40,525,267",0.8%
22/08/2024,8.5(8.97 %),"8,100",0.06,"73,100",0.6,"65,000",0.54,"40,458,567",0.88%
21/08/2024,7.8(-1.27 %),"-71,600",-0.57,400,0,"72,000",0.57,"40,485,367",0.85%
20/08/2024,7.9(6.76 %),"29,400",0.21,"75,700",0.57,"46,300",0.36,"40,505,767",0.83%
19/08/2024,7.4(-2.63 %),"39,800",0.3,"44,200",0.33,"4,400",0.03,"40,505,767",0.83%
16/08/2024,7.6(5.56 %),"27,000",0.19,"78,300",0.58,"51,300",0.39,"40,462,267",0.88%
15/08/2024,7.2(-1.37 %),"-87,700",-0.63,0,0,"87,700",0.63,"40,536,967",0.79%
14/08/2024,7.3(-1.35 %),"7,100",0.05,"10,700",0.08,"3,600",0.03,"40,536,867",0.79%
13/08/2024,7.4(1.37 %),"66,500",0.49,"66,600",0.49,100,0,"40,536,267",0.79%
