date,rate_change,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
12/09/2024,39.2(0.26 %),"49,800",1.97,"50,000",1.97,200,0.01,"68,852,391",4.68%,bvs
11/09/2024,39.1(1.03 %),"7,400",0.28,"21,700",0.83,"14,300",0.55,"68,851,291",4.68%,bvs
10/09/2024,38.7(-1.28 %),"-51,000",-1.99,100,0.0,"51,100",1.99,"68,862,891",4.67%,bvs
09/09/2024,39.2(-0.51 %),0,0.0,0,0.0,0,0.0,"68,829,191",4.71%,bvs
06/09/2024,39.4(0.00 %),"-27,100",-1.06,"6,700",0.26,"33,800",1.33,"68,824,591",4.72%,bvs
05/09/2024,39.4(-0.51 %),"90,600",3.62,"95,200",3.8,"4,600",0.18,"68,814,691",4.73%,bvs
04/09/2024,39.6(0.51 %),"-7,100",-0.28,"9,500",0.37,"16,600",0.65,"68,897,691",4.62%,bvs
30/08/2024,39.4(0.25 %),"29,200",1.14,"41,400",1.63,"12,200",0.49,"68,898,191",4.62%,bvs
29/08/2024,39.3(-0.25 %),"15,100",0.59,"24,100",0.95,"9,000",0.36,"68,872,691",4.65%,bvs
28/08/2024,39.4(0.25 %),"-51,800",-2.05,"15,100",0.59,"66,900",2.63,"68,892,091",4.63%,bvs
27/08/2024,39.3(-0.51 %),"16,400",0.64,"21,100",0.83,"4,700",0.19,"68,880,991",4.64%,bvs
26/08/2024,39.5(-1.00 %),"-12,700",-0.52,"13,500",0.54,"26,200",1.06,"68,838,991",4.7%,bvs
23/08/2024,39.9(0.76 %),"-5,800",-0.22,"57,300",2.29,"63,100",2.51,"68,806,591",4.74%,bvs
22/08/2024,39.6(0.00 %),"-40,700",-1.63,"5,200",0.21,"45,900",1.83,"68,724,491",4.86%,bvs
21/08/2024,39.6(0.51 %),"-122,300",-4.87,"17,100",0.67,"139,400",5.54,"68,538,191",5.12%,bvs
20/08/2024,39.4(1.03 %),"-121,300",-4.89,"70,200",2.75,"191,500",7.65,"68,480,491",5.2%,bvs
19/08/2024,39(-0.51 %),"-2,500",-0.11,"36,100",1.4,"38,600",1.52,"68,480,491",5.2%,bvs
16/08/2024,39.2(9.80 %),"-17,200",-0.81,"89,200",3.32,"106,400",4.13,"68,489,391",5.18%,bvs
15/08/2024,35.7(0.00 %),"-1,400",-0.06,"25,800",0.92,"27,200",0.98,"68,478,091",5.2%,bvs
