date,rate_change,buy_orders,buy_volume,average_buy_order_volume,sell_orders,sell_volume,average_sell_order_volume,net_volume
12/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
11/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
10/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
09/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
06/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
05/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
04/09/2024,14.6 ( 0 %),0,0,0,0,0,0,0
30/08/2024,14.6 ( 0 %),1,100,100,0,0,0,100
29/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
28/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
27/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
26/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
23/08/2024,14.6 ( 0 %),1,300,300,0,0,0,300
22/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
21/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
20/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
19/08/2024,14.6 ( 0 %),1,100,100,0,0,0,100
16/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
15/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
14/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
13/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
12/08/2024,14.6 ( 0 %),0,0,0,1,200,200,-200
09/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
08/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
07/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
06/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
05/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
02/08/2024,14.6 ( 0 %),0,0,0,1,200,200,-200
01/08/2024,14.6 ( 0 %),0,0,0,0,0,0,0
31/07/2024,14.6 ( 0 %),0,0,0,1,200,200,-200
