ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
bid,11/07/2024,"41,600",1.96,"5,000",0.23,"36,600",1.72
bid,10/07/2024,"39,900",1.9,"7,400",0.35,"32,500",1.54
bid,09/07/2024,"91,200",4.34,"29,200",1.39,"62,000",2.96
bid,08/07/2024,"143,900",6.8,"66,400",3.13,"77,500",3.67
bid,05/07/2024,"18,900",0.9,"23,300",1.12,"-4,400",-0.22
bid,04/07/2024,"20,100",0.95,"10,400",0.49,"9,700",0.46
bid,03/07/2024,"33,800",1.57,"18,400",0.84,"15,400",0.73
bid,02/07/2024,"4,800",0.22,"39,200",1.78,"-34,400",-1.56
bid,01/07/2024,"16,000",0.69,"10,800",0.47,"5,200",0.22
bid,28/06/2024,"47,600",2.1,"110,900",4.9,"-63,300",-2.8
bid,27/06/2024,"19,100",0.85,"74,900",3.34,"-55,800",-2.49
bid,26/06/2024,"22,000",0.97,"47,700",2.12,"-25,700",-1.14
bid,25/06/2024,"43,500",1.93,"16,900",0.75,"26,600",1.18
bid,24/06/2024,"82,900",3.79,"15,300",0.69,"67,600",3.09
bid,21/06/2024,"1,100",0.05,"50,700",2.32,"-49,600",-2.27
bid,20/06/2024,"53,500",2.44,"36,800",1.68,"16,700",0.76
bid,19/06/2024,"51,700",2.38,"40,700",1.87,"11,000",0.51
bid,18/06/2024,"33,900",1.59,"15,700",0.73,"18,200",0.86
bid,17/06/2024,"36,700",1.73,"25,900",1.22,"10,800",0.51
bid,14/06/2024,"66,200",3.18,"29,200",1.41,"37,000",1.77
bid,13/06/2024,"91,600",4.4,"11,000",0.53,"80,600",3.87
bid,12/06/2024,"75,600",3.61,"41,200",1.95,"34,400",1.66
bid,11/06/2024,"8,800",0.42,"21,600",1.02,"-12,800",-0.6
bid,10/06/2024,"2,200",0.1,"7,600",0.37,"-5,400",-0.26
bid,07/06/2024,"16,800",0.8,"14,800",0.71,"2,000",0.09
bid,06/06/2024,"10,000",0.48,"35,700",1.71,"-25,700",-1.23
bid,05/06/2024,"30,800",1.48,"306,400",14.74,"-275,600",-13.26
bid,04/06/2024,"10,900",0.52,"25,300",1.21,"-14,400",-0.69
bid,03/06/2024,"32,600",1.56,"10,300",0.5,"22,300",1.06
bid,31/05/2024,"320,000",15.33,"7,200",0.34,"312,800",14.99
bid,30/05/2024,"22,300",1.07,"27,000",1.29,"-4,700",-0.23
bid,29/05/2024,"14,800",0.72,"42,500",2.08,"-27,700",-1.36
bid,28/05/2024,"14,800",0.72,"44,400",2.17,"-29,600",-1.45
bid,27/05/2024,"10,200",0.5,"19,800",0.97,"-9,600",-0.47
bid,24/05/2024,"22,600",1.11,"397,600",19.67,"-375,000",-18.56
bid,23/05/2024,"47,400",2.35,"52,500",2.62,"-5,100",-0.27
bid,22/05/2024,"21,500",1.08,"34,400",1.74,"-12,900",-0.66
bid,21/05/2024,"13,000",0.65,400,0.02,"12,600",0.63
bid,20/05/2024,"65,100",3.26,"10,600",0.53,"54,500",2.74
bid,17/05/2024,"59,100",2.92,"17,000",0.84,"42,100",2.08
bid,16/05/2024,"205,800",10.23,"1,372,000",67.03,"-1,166,200",-56.8
bid,15/05/2024,"184,200",8.94,"3,400",0.16,"180,800",8.77
bid,14/05/2024,"602,800",29.29,"9,300",0.45,"593,500",28.84
bid,13/05/2024,"521,600",25.57,"36,500",1.79,"485,100",23.78
bid,10/05/2024,"10,600",0.52,"20,400",1.01,"-9,800",-0.48
bid,09/05/2024,"31,900",1.59,"6,000",0.3,"25,900",1.29
bid,08/05/2024,"130,000",6.48,"31,600",1.58,"98,400",4.9
bid,07/05/2024,"50,000",2.5,"8,500",0.43,"41,500",2.07
bid,06/05/2024,"16,100",0.81,"3,600",0.18,"12,500",0.63
bid,03/05/2024,"9,700",0.48,"27,300",1.35,"-17,600",-0.87
bid,02/05/2024,"66,000",3.23,"1,157,900",57.11,"-1,091,900",-53.88
bid,26/04/2024,"5,200",0.26,"48,000",2.37,"-42,800",-2.11
bid,25/04/2024,"569,500",28.47,"53,200",2.64,"516,300",25.83
bid,24/04/2024,"54,000",2.69,"260,900",12.83,"-206,900",-10.14
bid,23/04/2024,"606,400",30.01,"859,400",42.18,"-253,000",-12.18
bid,22/04/2024,"246,200",12.12,"60,500",3.0,"185,700",9.11
bid,19/04/2024,"830,000",39.8,"27,700",1.34,"802,300",38.45
bid,17/04/2024,"42,500",2.08,"17,100",0.86,"25,400",1.22
bid,16/04/2024,"103,700",5.23,"11,200",0.56,"92,500",4.67
bid,15/04/2024,"13,100",0.68,"95,600",5.12,"-82,500",-4.44
bid,12/04/2024,"50,600",2.71,"12,600",0.67,"38,000",2.04
bid,11/04/2024,"13,000",0.68,"321,000",16.91,"-308,000",-16.23
bid,10/04/2024,"11,900",0.62,"176,800",9.22,"-164,900",-8.6
bid,09/04/2024,"172,000",8.76,"646,800",34.54,"-474,800",-25.78
bid,08/04/2024,"15,200",0.78,"593,900",30.92,"-578,700",-30.14
bid,05/04/2024,"334,400",16.84,"19,500",0.98,"314,900",15.86
bid,04/04/2024,"445,900",22.93,"17,500",0.9,"428,400",22.03
bid,03/04/2024,"88,200",4.55,"448,800",23.85,"-360,600",-19.3
bid,02/04/2024,"509,600",26.47,"32,800",1.7,"476,800",24.77
bid,01/04/2024,"198,600",10.33,"22,600",1.18,"176,000",9.16
bid,29/03/2024,"208,300",10.86,"48,300",2.52,"160,000",8.35
bid,28/03/2024,"32,000",1.69,"20,600",1.09,"11,400",0.59
bid,27/03/2024,"4,300",0.23,"67,800",3.58,"-63,500",-3.36
bid,26/03/2024,"39,600",2.12,"9,400",0.5,"30,200",1.61
bid,25/03/2024,"31,200",1.69,"85,500",4.64,"-54,300",-2.94
bid,22/03/2024,"29,400",1.63,"79,800",4.43,"-50,400",-2.79
bid,21/03/2024,"38,300",2.03,"16,000",0.85,"22,300",1.19
bid,20/03/2024,"35,800",1.88,"40,000",2.05,"-4,200",-0.17
bid,19/03/2024,"3,600",0.18,"50,400",2.59,"-46,800",-2.4
bid,18/03/2024,"33,900",1.72,"34,900",1.8,"-1,000",-0.08
bid,15/03/2024,"57,100",2.95,"14,800",0.76,"42,300",2.19
bid,14/03/2024,"26,300",1.36,"48,900",2.54,"-22,600",-1.18
bid,13/03/2024,"45,100",2.36,"213,100",11.2,"-168,000",-8.84
bid,12/03/2024,"16,200",0.84,"388,200",20.24,"-372,000",-19.4
bid,11/03/2024,"117,600",6.01,"28,200",1.44,"89,400",4.57
bid,08/03/2024,"530,100",27.73,"39,600",2.09,"490,500",25.64
bid,07/03/2024,"29,400",1.58,"17,700",0.95,"11,700",0.63
bid,06/03/2024,"30,000",1.62,"58,400",3.16,"-28,400",-1.54
bid,05/03/2024,"19,300",1.03,"18,800",1.01,500,0.02
bid,04/03/2024,"55,300",2.92,"33,600",1.79,"21,700",1.13
bid,01/03/2024,"39,600",2.1,"235,800",12.28,"-196,200",-10.17
bid,29/02/2024,"18,500",0.99,"401,800",21.3,"-383,300",-20.31
bid,28/02/2024,"261,800",13.74,"671,600",35.33,"-409,800",-21.58
bid,27/02/2024,"429,000",22.99,"637,400",33.5,"-208,400",-10.51
bid,26/02/2024,"254,400",13.59,"524,700",27.16,"-270,300",-13.57
bid,23/02/2024,"1,042,400",54.82,"263,900",13.17,"778,500",41.66
bid,22/02/2024,"522,000",25.95,"19,200",0.95,"502,800",24.99
bid,21/02/2024,"210,800",10.44,"57,800",2.85,"153,000",7.59
bid,20/02/2024,"60,100",2.98,"39,600",1.96,"20,500",1.02
bid,19/02/2024,"11,400",0.55,"30,000",1.45,"-18,600",-0.9
bid,16/02/2024,"17,900",0.87,"15,200",0.74,"2,700",0.13
bid,15/02/2024,"10,000",0.49,"54,400",2.65,"-44,400",-2.16
bid,07/02/2024,"5,600",0.27,"7,300",0.36,"-1,700",-0.08
bid,06/02/2024,"3,500",0.17,"6,400",0.31,"-2,900",-0.14
bid,05/02/2024,"26,100",1.27,"28,100",1.35,"-2,000",-0.08
bid,02/02/2024,"7,200",0.34,"61,600",2.94,"-54,400",-2.6
bid,01/02/2024,"18,300",0.87,"40,200",1.96,"-21,900",-1.09
bid,31/01/2024,"18,000",0.86,"64,900",3.09,"-46,900",-2.23
bid,30/01/2024,"15,500",0.75,"1,800",0.09,"13,700",0.66
bid,29/01/2024,"68,300",3.34,"3,300",0.16,"65,000",3.18
bid,26/01/2024,"27,100",1.32,300,0.01,"26,800",1.31
bid,25/01/2024,"6,300",0.31,"6,900",0.34,-600,-0.03
bid,24/01/2024,"16,500",0.8,"19,600",0.96,"-3,100",-0.15
bid,23/01/2024,"1,200",0.06,"31,700",1.55,"-30,500",-1.49
bid,22/01/2024,"19,200",0.95,"5,100",0.25,"14,100",0.7
bid,19/01/2024,"5,700",0.27,"15,800",0.77,"-10,100",-0.49
bid,18/01/2024,"10,000",0.47,"12,500",0.59,"-2,500",-0.12
bid,17/01/2024,"105,500",4.92,"80,200",3.75,"25,300",1.17
bid,16/01/2024,"23,000",1.07,"5,100",0.24,"17,900",0.84
bid,15/01/2024,"7,500",0.35,"5,700",0.26,"1,800",0.08
bid,12/01/2024,"20,400",0.94,"38,600",1.8,"-18,200",-0.86
bid,11/01/2024,"18,900",0.88,"8,600",0.4,"10,300",0.48
bid,10/01/2024,800,0.04,"38,900",1.84,"-38,100",-1.8
bid,09/01/2024,"18,800",0.87,"4,300",0.2,"14,500",0.67
bid,08/01/2024,"26,400",1.19,"6,200",0.28,"20,200",0.9
bid,05/01/2024,"45,800",2.05,"10,800",0.48,"35,000",1.57
bid,04/01/2024,"109,900",4.92,"31,500",1.4,"78,400",3.52
bid,03/01/2024,"109,800",4.78,"56,300",2.44,"53,500",2.34
bid,02/01/2024,"6,300",0.27,"34,000",1.47,"-27,700",-1.2
