ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
bid,12/09/2024,"41,700",2.02,"9,000",0.44,"32,700",1.58
bid,11/09/2024,"24,900",1.2,"6,100",0.3,"18,800",0.9
bid,10/09/2024,"114,100",5.54,"19,000",0.92,"95,100",4.62
bid,09/09/2024,"22,700",1.11,"37,400",1.84,"-14,700",-0.72
bid,06/09/2024,"27,100",1.33,"50,600",2.48,"-23,500",-1.16
bid,05/09/2024,"8,800",0.43,"41,000",2.02,"-32,200",-1.59
bid,04/09/2024,"24,900",1.22,"66,200",3.24,"-41,300",-2.02
bid,30/08/2024,"56,600",2.79,0,0.0,"56,600",2.79
bid,29/08/2024,"10,800",0.54,"11,100",0.56,-300,-0.02
bid,28/08/2024,"21,400",1.06,"20,400",1.01,"1,000",0.05
bid,27/08/2024,"2,800",0.14,"64,400",3.24,"-61,600",-3.1
bid,26/08/2024,"11,000",0.55,"10,200",0.51,800,0.04
bid,23/08/2024,"71,800",3.62,"8,100",0.41,"63,700",3.21
bid,22/08/2024,"22,000",1.11,"94,100",4.79,"-72,100",-3.68
bid,21/08/2024,"21,400",1.07,"23,300",1.17,"-1,900",-0.09
bid,20/08/2024,"59,100",2.89,"7,200",0.35,"51,900",2.54
bid,19/08/2024,"22,300",1.07,"18,000",0.86,"4,300",0.21
bid,16/08/2024,"25,300",1.2,"35,300",1.67,"-10,000",-0.47
bid,15/08/2024,"11,400",0.54,"39,800",1.87,"-28,400",-1.33
bid,14/08/2024,"11,600",0.55,"32,800",1.55,"-21,200",-1.0
bid,13/08/2024,"21,300",0.99,"54,100",2.52,"-32,800",-1.53
bid,12/08/2024,"12,900",0.61,"60,700",2.85,"-47,800",-2.24
bid,09/08/2024,"35,100",1.64,"18,900",0.88,"16,200",0.76
bid,08/08/2024,"149,300",6.93,"24,700",1.14,"124,600",5.79
bid,07/08/2024,"432,800",20.09,"16,500",0.77,"416,300",19.32
bid,06/08/2024,"30,600",1.41,"49,700",2.33,"-19,100",-0.92
bid,05/08/2024,"514,300",23.77,"98,500",4.58,"415,800",19.18
bid,02/08/2024,"18,500",0.88,"173,100",8.11,"-154,600",-7.24
bid,01/08/2024,"88,400",4.25,"31,600",1.5,"56,800",2.75
bid,31/07/2024,"44,400",2.13,"43,600",2.08,800,0.05
bid,30/07/2024,"144,200",6.77,"69,100",3.26,"75,100",3.52
bid,29/07/2024,"2,600",0.12,"15,700",0.74,"-13,100",-0.61
bid,26/07/2024,"12,800",0.59,"42,600",1.97,"-29,800",-1.37
bid,25/07/2024,"50,100",2.29,"30,400",1.4,"19,700",0.89
bid,24/07/2024,"111,800",5.14,"19,700",0.91,"92,100",4.22
bid,23/07/2024,"66,800",3.15,"7,600",0.36,"59,200",2.79
bid,22/07/2024,"39,700",1.89,"57,200",2.73,"-17,500",-0.84
bid,19/07/2024,"11,400",0.55,"83,200",4.01,"-71,800",-3.47
bid,18/07/2024,"85,500",4.15,"41,200",1.99,"44,300",2.15
bid,17/07/2024,"64,700",3.12,"48,700",2.38,"16,000",0.74
bid,16/07/2024,"41,500",1.98,"27,600",1.32,"13,900",0.66
bid,15/07/2024,"8,000",0.37,"22,800",1.07,"-14,800",-0.69
bid,12/07/2024,"12,900",0.6,"149,000",6.94,"-136,100",-6.34
