date,rate_change,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership
12/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%
11/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%
10/09/2024,25(0.00 %),0,0,0,0,0,0,0,0%
09/09/2024,25(4.60 %),0,0,0,0,0,0,0,0%
06/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%
05/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%
04/09/2024,23.9(0.00 %),0,0,0,0,0,0,0,0%
30/08/2024,24(0.42 %),0,0,0,0,0,0,0,0%
29/08/2024,23.9(0.42 %),0,0,0,0,0,0,0,0%
28/08/2024,23.8(0.00 %),0,0,0,0,0,0,0,0%
27/08/2024,24(2.13 %),0,0,0,0,0,0,0,0%
26/08/2024,23.5(-4.08 %),0,0,0,0,0,0,0,0%
23/08/2024,24.5(0.00 %),0,0,0,0,0,0,0,0%
22/08/2024,24.5(0.82 %),0,0,0,0,0,0,0,0%
21/08/2024,24.3(1.25 %),0,0,0,0,0,0,0,0%
20/08/2024,24(-4.00 %),0,0,0,0,0,0,0,0%
19/08/2024,25(3.73 %),0,0,0,0,0,0,0,0%
16/08/2024,24.3(1.25 %),0,0,0,0,0,0,0,0%
15/08/2024,24(0.00 %),0,0,0,0,0,0,0,0%
14/08/2024,24(1.27 %),0,0,0,0,0,0,0,0%
13/08/2024,23.8(5.31 %),0,0,0,0,0,0,0,0%
12/08/2024,22(6.80 %),0,0,0,0,0,0,0,0%
09/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
08/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
07/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
06/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
05/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
02/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
01/08/2024,22(0.00 %),0,0,0,0,0,0,0,0%
31/07/2024,22(2.33 %),0,0,0,0,0,0,0,0%
30/07/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%
29/07/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%
24/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
23/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
22/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
19/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
18/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
17/07/2024,0(0.00 %),0,0,0,0,0,0,0,0%
16/07/2024,0(0.00 %),0,0,0,0,0,0,0,0%
15/07/2024,24.5(5.15 %),0,0,0,0,0,0,0,0%
12/07/2024,23.3(0.87 %),0,0,0,0,0,0,0,0%
11/07/2024,23(0.00 %),0,0,0,0,0,0,0,0%
10/07/2024,23(1.77 %),0,0,0,0,0,0,0,0%
08/07/2024,22.8(-2.15 %),0,0,0,0,0,0,0,0%
04/07/2024,22.8(1.33 %),0,0,0,0,0,0,0,0%
03/07/2024,22.5(1.81 %),0,0,0,0,0,0,0,49%
02/07/2024,22.1(-10.89 %),0,0,0,0,0,0,0,0%
01/07/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
28/06/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
27/06/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
26/06/2024,24.8(-0.40 %),0,0,0,0,0,0,0,0%
25/06/2024,24.9(0.00 %),0,0,0,0,0,0,0,0%
24/06/2024,24.9(0.00 %),0,0,0,0,0,0,0,0%
21/06/2024,24.9(1.22 %),0,0,0,0,0,0,0,0%
20/06/2024,24.6(0.00 %),0,0,0,0,0,0,0,0%
19/06/2024,24.6(0.00 %),0,0,0,0,0,0,0,0%
18/06/2024,24.4(2.09 %),0,0,0,0,0,0,0,0%
17/06/2024,0(0.00 %),0,0,0,0,0,0,0,0%
14/06/2024,0(0.00 %),0,0,0,0,0,0,0,0%
13/06/2024,23.2(0.43 %),0,0,0,0,0,0,0,0%
12/06/2024,23.1(-1.28 %),0,0,0,0,0,0,0,0%
11/06/2024,23.4(0.00 %),0,0,0,0,0,0,0,49%
10/06/2024,23.7(2.16 %),0,0,0,0,0,0,0,0%
07/06/2024,23.2(0.87 %),0,0,0,0,0,0,0,0%
06/06/2024,23(-0.43 %),0,0,0,0,0,0,0,0%
05/06/2024,23.1(0.43 %),0,0,0,0,0,0,0,0%
04/06/2024,23(-0.86 %),0,0,0,0,0,0,0,0%
03/06/2024,22.9(-7.66 %),0,0,0,0,0,0,0,0%
31/05/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
30/05/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
29/05/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
28/05/2024,24.8(0.00 %),0,0,0,0,0,0,0,0%
27/05/2024,22.7(-11.67 %),0,0,0,0,0,0,0,0%
24/05/2024,25.7(0.78 %),0,0,0,0,0,0,0,0%
23/05/2024,25.7(14.73 %),0,0,0,0,0,0,0,0%
22/05/2024,22.2(13.85 %),0,0,0,0,0,0,0,0%
21/05/2024,19.5(0.00 %),0,0,0,0,0,0,0,0%
20/05/2024,19.5(0.00 %),0,0,0,0,0,0,0,0%
17/05/2024,19.5(0.00 %),0,0,0,0,0,0,0,0%
16/05/2024,19.5(0.00 %),0,0,0,0,0,0,0,0%
15/05/2024,19.5(-9.30 %),0,0,0,0,0,0,0,0%
14/05/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%
13/05/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%
10/05/2024,21.5(0.00 %),0,0,0,0,0,0,0,0%
09/05/2024,21.5(-2.27 %),0,0,0,0,0,0,0,0%
08/05/2024,22(0.00 %),0,0,0,0,0,0,0,0%
07/05/2024,22(10.00 %),0,0,0,0,0,0,0,0%
06/05/2024,20(0.00 %),0,0,0,0,0,0,0,0%
03/05/2024,20(0.00 %),0,0,0,0,0,0,0,0%
02/05/2024,20(0.00 %),0,0,0,0,0,0,0,0%
26/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
25/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
24/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
23/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
22/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
19/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
17/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
16/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
15/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
12/04/2024,20(0.00 %),0,0,0,0,0,0,0,0%
11/04/2024,20(-13.04 %),0,0,0,0,0,0,0,0%
10/04/2024,23(15.00 %),0,0,0,0,0,0,0,0%
09/04/2024,20(-8.26 %),0,0,0,0,0,0,0,0%
08/04/2024,21.8(0.00 %),0,0,0,0,0,0,0,0%
05/04/2024,21.8(0.00 %),0,0,0,0,0,0,0,0%
04/04/2024,21.8(0.00 %),0,0,0,0,0,0,0,0%
