ticker,date,buy_volume,buy_value_bil_vnd,sell_volume,sell_value_bil_vnd,net_trading_volume,net_trading_value_bil_vnd
ADS,07/12/2023,0,0,100,0,-100,-0
ADS,31/10/2023,0,0,200,0,-200,-0
ADS,27/09/2023,0,0,200,0,-200,-0
ADS,18/09/2023,0,0,200,0,-200,-0
ADS,13/09/2023,0,0,200,0,-200,-0
ADS,11/09/2023,0,0,100,0,-100,-0
ADS,29/08/2023,0,0,200,0,-200,-0
ADS,21/08/2023,0,0,100,0,-100,-0
ADS,02/08/2023,0,0,"4,000",0.07,"-4,000",-0.07
ADS,01/08/2023,0,0,"11,000",0.18,"-11,000",-0.18
ADS,28/07/2023,0,0,"24,000",0.39,"-24,000",-0.39
ADS,24/07/2023,0,0,"11,000",0.18,"-11,000",-0.18
ADS,14/07/2023,"50,000",0.83,0,0,"50,000",0.83
ADS,13/07/2023,0,0,"40,000",0.72,"-40,000",-0.72
ADS,11/07/2023,"11,400",0.21,0,0,"11,400",0.21
ADS,10/07/2023,"10,600",0.19,0,0,"10,600",0.19
ADS,06/07/2023,"18,000",0.31,0,0,"18,000",0.31
ADS,28/06/2023,0,0,100,0,-100,-0
ADS,30/05/2023,0,0,100,0,-100,-0
ADS,30/03/2023,0,0,"1,400",0.02,"-1,400",-0.02
ADS,06/03/2023,0,0,100,0,-100,-0
ADS,27/02/2023,0,0,300,0,-300,-0
ADS,09/02/2023,0,0,100,0,-100,-0
ADS,16/01/2023,0,0,"1,100",0.01,"-1,100",-0.01
ADS,28/12/2022,0,0,100,0,-100,-0
ADS,16/12/2022,0,0,100,0,-100,-0
ADS,05/12/2022,0,0,100,0,-100,-0
ADS,28/11/2022,0,0,100,0,-100,-0
ADS,21/11/2022,0,0,100,0,-100,-0
